"rank_score","path","name","extension","length","last_write_time","join_status"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_signals_city_London_sale_ready_true.txt","resp_parcels_parcel_id_signals_city_London_sale_ready_true.txt",".txt","165","2.05.2026 17:23:15","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_signals_city_London_status_sale_ready_top_500.txt","resp_parcels_parcel_id_signals_city_London_status_sale_ready_top_500.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_signals_city_London_status_sale_ready_limit_500.txt","resp_parcels_parcel_id_signals_city_London_status_sale_ready_limit_500.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_city_London_status_sale_ready_top_500.txt","resp_parcels_parcel_id_city_London_status_sale_ready_top_500.txt",".txt","165","2.05.2026 17:23:15","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_city_London_status_sale_ready_limit_500.txt","resp_parcels_parcel_id_city_London_status_sale_ready_limit_500.txt",".txt","165","2.05.2026 17:23:15","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_city_London_status_sale_ready.txt","resp_parcels_parcel_id_city_London_status_sale_ready.txt",".txt","165","2.05.2026 17:23:15","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_context_city_London_sale_ready_true.txt","resp_parcels_parcel_id_context_city_London_sale_ready_true.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_context_city_London_status_sale_ready_top_500.txt","resp_parcels_parcel_id_context_city_London_status_sale_ready_top_500.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_context_city_London_status_sale_ready_limit_500.txt","resp_parcels_parcel_id_context_city_London_status_sale_ready_limit_500.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_context_city_London_status_sale_ready.txt","resp_parcels_parcel_id_context_city_London_status_sale_ready.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_city_London_sale_ready_true.txt","resp_parcels_parcel_id_city_London_sale_ready_true.txt",".txt","165","2.05.2026 17:23:15","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113634\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 11:36:43","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 12:19:51","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 12:19:51","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113634\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 11:36:43","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0084__api_map_parcels_city_London_status_sale_ready.txt","resp_0084__api_map_parcels_city_London_status_sale_ready.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0085__api_map_parcels_city_London_status_ready.txt","resp_0085__api_map_parcels_city_London_status_ready.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 12:21:59","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_context_location_London_status_sale_ready.txt","resp_parcels_parcel_id_context_location_London_status_sale_ready.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_scores_city_London_sale_ready_true.txt","resp_parcels_parcel_id_scores_city_London_sale_ready_true.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_location_London_status_sale_ready.txt","resp_parcels_parcel_id_location_London_status_sale_ready.txt",".txt","165","2.05.2026 17:23:15","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0030__admin_parcel_linking_status_city_London_status_sale_ready.txt","resp_0030__admin_parcel_linking_status_city_London_status_sale_ready.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_scores_city_London_status_sale_ready.txt","resp_parcels_parcel_id_scores_city_London_status_sale_ready.txt",".txt","165","2.05.2026 17:23:16","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_scores_city_London_status_sale_ready_top_500.txt","resp_parcels_parcel_id_scores_city_London_status_sale_ready_top_500.txt",".txt","165","2.05.2026 17:23:17","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_scores_city_London_status_sale_ready_limit_500.txt","resp_parcels_parcel_id_scores_city_London_status_sale_ready_limit_500.txt",".txt","165","2.05.2026 17:23:17","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113018\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 11:30:19","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0031__admin_parcel_linking_status_city_London_status_ready.txt","resp_0031__admin_parcel_linking_status_city_London_status_ready.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_history_city_London_status_sale_ready_limit_500.txt","resp_parcels_parcel_id_history_city_London_status_sale_ready_limit_500.txt",".txt","165","2.05.2026 17:23:17","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_history_city_London_status_sale_ready.txt","resp_parcels_parcel_id_history_city_London_status_sale_ready.txt",".txt","165","2.05.2026 17:23:17","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_history_city_London_sale_ready_true.txt","resp_parcels_parcel_id_history_city_London_sale_ready_true.txt",".txt","165","2.05.2026 17:23:17","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_history_city_London_status_sale_ready_top_500.txt","resp_parcels_parcel_id_history_city_London_status_sale_ready_top_500.txt",".txt","165","2.05.2026 17:23:17","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_parcels_parcel_id_history_location_London_status_sale_ready.txt","resp_parcels_parcel_id_history_location_London_status_sale_ready.txt",".txt","165","2.05.2026 17:23:17","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0032__admin_parcel_linking_status_city_London_sale_ready_true.txt","resp_0032__admin_parcel_linking_status_city_London_sale_ready_true.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0033__admin_parcel_linking_status_city_London_ready_true.txt","resp_0033__admin_parcel_linking_status_city_London_ready_true.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_022_admin_parcel_linking_status_city_London_status_sale_ready_limit_5000.txt","resp_022_admin_parcel_linking_status_city_London_status_sale_ready_limit_5000.txt",".txt","768","2.05.2026 14:56:40","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_025_admin_parcel_linking_status_city_London_status_sale_ready_page_size_5000.txt","resp_025_admin_parcel_linking_status_city_London_status_sale_ready_page_size_5000.txt",".txt","768","2.05.2026 14:56:40","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_028_admin_parcel_linking_status_city_London_status_sale_ready_per_page_5000.txt","resp_028_admin_parcel_linking_status_city_London_status_sale_ready_per_page_5000.txt",".txt","768","2.05.2026 14:56:40","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_017_admin_parcel_linking_status_area_London_status_sale_ready.txt","resp_017_admin_parcel_linking_status_area_London_status_sale_ready.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_018_admin_parcel_linking_status_market_London_status_sale_ready.txt","resp_018_admin_parcel_linking_status_market_London_status_sale_ready.txt",".txt","768","2.05.2026 14:56:40","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_019_admin_parcel_linking_status_q_London_status_sale_ready.txt","resp_019_admin_parcel_linking_status_q_London_status_sale_ready.txt",".txt","768","2.05.2026 14:56:40","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_037_admin_parcel_linking_rebuild_status_sale_ready.txt","resp_037_admin_parcel_linking_rebuild_status_sale_ready.txt",".txt","31","2.05.2026 14:56:41","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_041_admin_parcel_linking_rebuild_is_sale_ready_true.txt","resp_041_admin_parcel_linking_rebuild_is_sale_ready_true.txt",".txt","31","2.05.2026 14:56:41","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_042_admin_parcel_linking_rebuild_city_London_status_sale_ready.txt","resp_042_admin_parcel_linking_rebuild_city_London_status_sale_ready.txt",".txt","31","2.05.2026 14:56:41","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110827\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 11:08:27","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_038_admin_parcel_linking_rebuild_status_ready_to_sell.txt","resp_038_admin_parcel_linking_rebuild_status_ready_to_sell.txt",".txt","31","2.05.2026 14:56:41","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_039_admin_parcel_linking_rebuild_state_sale_ready.txt","resp_039_admin_parcel_linking_rebuild_state_sale_ready.txt",".txt","31","2.05.2026 14:56:41","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_040_admin_parcel_linking_rebuild_sale_ready_true.txt","resp_040_admin_parcel_linking_rebuild_sale_ready_true.txt",".txt","31","2.05.2026 14:56:41","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_016_admin_parcel_linking_status_location_London_status_sale_ready.txt","resp_016_admin_parcel_linking_status_location_London_status_sale_ready.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_111243\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 11:12:44","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_111243\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 11:12:44","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_008_admin_parcel_linking_status_status_sale_ready.txt","resp_008_admin_parcel_linking_status_status_sale_ready.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_safe_sales\geometry_boundary_plan_052.json","geometry_boundary_plan_052.json",".json","813","5.05.2026 04:44:19","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_037_endpoint_geometry_queue_20260504_065532\geometry_qa_field_manifest.csv","geometry_qa_field_manifest.csv",".csv","844","4.05.2026 06:55:35","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_037_endpoint_geometry_queue_20260504_065532\geometry_evidence_work_queue.csv","geometry_evidence_work_queue.csv",".csv","704","4.05.2026 06:55:35","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_009_admin_parcel_linking_status_status_ready_to_sell.txt","resp_009_admin_parcel_linking_status_status_ready_to_sell.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_013_admin_parcel_linking_status_city_London_status_sale_ready.txt","resp_013_admin_parcel_linking_status_city_London_status_sale_ready.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_014_admin_parcel_linking_status_city_London_sale_ready_true.txt","resp_014_admin_parcel_linking_status_city_London_sale_ready_true.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_015_admin_parcel_linking_status_city_london_status_sale_ready.txt","resp_015_admin_parcel_linking_status_city_london_status_sale_ready.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_010_admin_parcel_linking_status_state_sale_ready.txt","resp_010_admin_parcel_linking_status_state_sale_ready.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_011_admin_parcel_linking_status_sale_ready_true.txt","resp_011_admin_parcel_linking_status_sale_ready_true.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_012_admin_parcel_linking_status_is_sale_ready_true.txt","resp_012_admin_parcel_linking_status_is_sale_ready_true.txt",".txt","768","2.05.2026 14:56:39","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_080_parcels_city_London_status_sale_ready_limit_5000.txt","resp_080_parcels_city_London_status_sale_ready_limit_5000.txt",".txt","147","2.05.2026 14:56:52","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_112352\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 11:23:52","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_140859\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 14:08:59","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110213\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 11:02:13","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_140859\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 14:08:59","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_112352\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 11:23:52","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 12:32:10","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 11:02:06","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 12:21:59","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_proxy_parcels_path_location_London_status_sale_ready.txt","resp_proxy_parcels_path_location_London_status_sale_ready.txt",".txt","126","2.05.2026 17:23:37","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 12:32:10","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113018\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 11:30:19","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 11:02:06","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110213\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 11:02:13","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_046_admin_parcel_linking_rebuild_area_London_status_sale_ready.txt","resp_046_admin_parcel_linking_rebuild_area_London_status_sale_ready.txt",".txt","31","2.05.2026 14:56:42","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_047_admin_parcel_linking_rebuild_market_London_status_sale_ready.txt","resp_047_admin_parcel_linking_rebuild_market_London_status_sale_ready.txt",".txt","31","2.05.2026 14:56:42","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110827\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 11:08:27","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_043_admin_parcel_linking_rebuild_city_London_sale_ready_true.txt","resp_043_admin_parcel_linking_rebuild_city_London_sale_ready_true.txt",".txt","31","2.05.2026 14:56:41","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_044_admin_parcel_linking_rebuild_city_london_status_sale_ready.txt","resp_044_admin_parcel_linking_rebuild_city_london_status_sale_ready.txt",".txt","31","2.05.2026 14:56:41","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_045_admin_parcel_linking_rebuild_location_London_status_sale_ready.txt","resp_045_admin_parcel_linking_rebuild_location_London_status_sale_ready.txt",".txt","31","2.05.2026 14:56:42","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_048_admin_parcel_linking_rebuild_q_London_status_sale_ready.txt","resp_048_admin_parcel_linking_rebuild_q_London_status_sale_ready.txt",".txt","31","2.05.2026 14:56:42","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_031_geometry_boundary_uplift_20260504_044115\geometry_boundary_scorecard.csv","geometry_boundary_scorecard.csv",".csv","394","4.05.2026 04:41:19","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_111831\topics\geometry_boundary.json","geometry_boundary.json",".json","637","5.05.2026 11:18:32","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_111831\topics\geometry_intersection.json","geometry_intersection.json",".json","641","5.05.2026 11:18:32","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_051_admin_parcel_linking_rebuild_city_London_status_sale_ready_limit_5000.txt","resp_051_admin_parcel_linking_rebuild_city_London_status_sale_ready_limit_5000.txt",".txt","31","2.05.2026 14:56:42","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_054_admin_parcel_linking_rebuild_city_London_status_sale_ready_page_size_5000.txt","resp_054_admin_parcel_linking_rebuild_city_London_status_sale_ready_page_size_5000.txt",".txt","31","2.05.2026 14:56:42","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_057_admin_parcel_linking_rebuild_city_London_status_sale_ready_per_page_5000.txt","resp_057_admin_parcel_linking_rebuild_city_London_status_sale_ready_per_page_5000.txt",".txt","31","2.05.2026 14:56:42","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0464__parcels_parcel_id_context_city_London_sale_ready_true.txt","resp_0464__parcels_parcel_id_context_city_London_sale_ready_true.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0465__parcels_parcel_id_context_city_London_ready_true.txt","resp_0465__parcels_parcel_id_context_city_London_ready_true.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_api_parcels_city_London_sale_ready_true.txt","resp_api_parcels_city_London_sale_ready_true.txt",".txt","27","2.05.2026 17:23:13","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0463__parcels_parcel_id_context_city_London_status_ready.txt","resp_0463__parcels_parcel_id_context_city_London_status_ready.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0501__parcels_parcel_id_scores_city_London_ready_true.txt","resp_0501__parcels_parcel_id_scores_city_London_ready_true.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0500__parcels_parcel_id_scores_city_London_sale_ready_true.txt","resp_0500__parcels_parcel_id_scores_city_London_sale_ready_true.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_status_location_London_status_sale_ready.txt","resp_admin_parcel_linking_status_location_London_status_sale_ready.txt",".txt","773","2.05.2026 17:23:14","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0480__parcels_parcel_id_history_city_London_status_sale_ready.txt","resp_0480__parcels_parcel_id_history_city_London_status_sale_ready.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_api_parcels_city_London_status_sale_ready.txt","resp_api_parcels_city_London_status_sale_ready.txt",".txt","27","2.05.2026 17:23:13","candidate_only"
"5","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0444__parcels_parcel_id_city_London_status_sale_ready.txt","resp_0444__parcels_parcel_id_city_London_status_sale_ready.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
