"verification_id","listing_id","listing_url","listing_url_canonical","ask_price","price_per_m2","normalized_area_m2","postcode_standardized","local_authority_standardized","geometry_verdict","geometry_evidence_type","geometry_uncertainty_m","field_confidence_json","side_lengths_m_json","perimeter_m","source_urls_json","decision_reason","verified_polygon_geojson","source_polygon_original_site_status","risk_label","acceptance_status","policy_reason"
"L4-00178-OTM-14105467","OTM-14105467","https://www.onthemarket.com/details/14105467/","https://www.onthemarket.com/details/14105467/","2300000.0","773.764668","2972.48","HA8","Barnet","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/14105467/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00230-OTM-14565352","OTM-14565352","https://www.onthemarket.com/details/14565352/","https://www.onthemarket.com/details/14565352/","320000.0","712.028837","449.42","SE25","Croydon","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/14565352/"",""https://publicaccess3.croydon.gov.uk/online-applications/search.do/?action=simple&searchType=Application"",""https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do/?activeTab=summary&keyVal=S3PFU1JLGZ400"",""https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do/?activeTab=documents&keyVal=S3PFU1JLGZ400"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/14565352/?form-name=details-contact"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/"",""https://media.onthemarket.com/agents/companies/566/190130163402941/logo-190x100.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00247-OTM-14648028","OTM-14648028","https://www.onthemarket.com/details/14648028/","https://www.onthemarket.com/details/14648028/","800000.0","8137.524158","98.31","CR2","Croydon","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/14648028/"",""https://www.onthemarket.com/agents/"",""https://media.onthemarket.com/properties/14648028/1503326787/image-4-1024x1024.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;price_above_3000000;ppm_above_5000"
"L4-00250-OTM-14695987","OTM-14695987","https://www.onthemarket.com/details/14695987/","https://www.onthemarket.com/details/14695987/","3000000.0","497.698146","6027.75","NW7","Barnet","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/14695987/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00333-OTM-15166073","OTM-15166073","https://www.onthemarket.com/details/15166073/","https://www.onthemarket.com/details/15166073/","2500000.0","407.739217","6131.37","TW8 0DT","Hounslow","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/15166073/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00340-OTM-15203552","OTM-15203552","https://www.onthemarket.com/details/15203552/","https://www.onthemarket.com/details/15203552/","1150000.0","11697.690978","98.31","KT6","Kingston upon Thames","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/15203552/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/15203552/?form-name=details-contact"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;price_above_3000000;ppm_above_5000"
"L4-00391-OTM-15740059","OTM-15740059","https://www.onthemarket.com/details/15740059/","https://www.onthemarket.com/details/15740059/","1800000.0","2185.022882","823.79","SW19","Merton","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/15740059/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/15740059/?form-name=details-contact"",""https://media.onthemarket.com/properties/15740059/1589199496/image-3-1024x1024.png/"",""https://media.onthemarket.com/properties/15740059/1589199496/image-4-1024x1024.jpg/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00452-OTM-15986295","OTM-15986295","https://www.onthemarket.com/details/15986295/","https://www.onthemarket.com/details/15986295/","160000.0","27.389053","5841.75","W8","Kensington and Chelsea","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/15986295/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/15986295/?form-name=details-contact"",""https://www.onthemarket.com/agents/branch/savills-kensington/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
"L4-00453-OTM-15986296","OTM-15986296","https://www.onthemarket.com/details/15986296/","https://www.onthemarket.com/details/15986296/","160000.0","27.389053","5841.75","W8","Kensington and Chelsea","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/15986296/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/15986296/?form-name=details-contact"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
"L4-00465-OTM-16078389","OTM-16078389","https://www.onthemarket.com/details/16078389/","https://www.onthemarket.com/details/16078389/","82500.0","2.945487","28008.95","WC2A 3LH","Camden","derived_signal","signal_based_non_rectangular_candidate","24.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_signal."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16078389/""]","Non-rectangular candidate from listing signals; fail-closed keeps it unverified.","","unknown_not_verified","critical","manual_review","no_verified_polygon;signal_candidate;area_above_25000;ppm_above_5000"
"L4-00543-OTM-16424212","OTM-16424212","https://www.onthemarket.com/details/16424212/","https://www.onthemarket.com/details/16424212/","350000.0","27.389049","12778.83","TW10 6PW","Richmond upon Thames","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16424212/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00547-OTM-16441318","OTM-16441318","https://www.onthemarket.com/details/16441318/","https://www.onthemarket.com/details/16441318/","850000.0","712.023991","1193.78","CR8","Croydon","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16441318/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/16441318/?form-name=details-contact"",""https://media.onthemarket.com/properties/16441318/1600474619/image-4-1024x1024.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00555-OTM-16460389","OTM-16460389","https://www.onthemarket.com/details/16460389/","https://www.onthemarket.com/details/16460389/","5250000.0","27.389042","191682.5","W5 3HP","Ealing","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16460389/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00582-OTM-16563297","OTM-16563297","https://www.onthemarket.com/details/16563297/","https://www.onthemarket.com/details/16563297/","500000.0","460.83374","1084.99","RM12","Havering","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16563297/"",""https://www.onthemarket.com/agents/"",""https://media.onthemarket.com/agents/companies/127/220729131237507/logo-190x100.jpg/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00001-OTM-16748769","OTM-16748769","https://www.onthemarket.com/details/16748769/","https://www.onthemarket.com/details/16748769/","675000.0","973.773046","693.18","DE21 5AH","Erewash","derived_multi_signal","multi_signal_non_rectangular_candidate","18.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_multi_signal."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","[14.268,8.983,16.226,8.983,14.268,8.983,16.226,8.983]","96.92","[""https://www.onthemarket.com/details/16748769/""]","Non-rectangular candidate with multiple independent sale signals. Not verified boundary.","","unknown_not_verified","critical","manual_review","no_verified_polygon;multi_signal_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00656-OTM-16840600","OTM-16840600","https://www.onthemarket.com/details/16840600/","https://www.onthemarket.com/details/16840600/","280000.0","773.758532","361.87","N12","Barnet","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16840600/"",""https://publicaccess.barnet.gov.uk/online-applications/search.do/?action=simple&searchType=Application"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/16840600/?form-name=details-contact"",""https://media.onthemarket.com/agents/companies/14128/250211145132343/logo-190x100.png/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
"L4-00691-OTM-16919068","OTM-16919068","https://www.onthemarket.com/details/16919068/","https://www.onthemarket.com/details/16919068/","850252.0","407.738012","2085.29","TW5","Hounslow","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16919068/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/16919068/?form-name=details-contact"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00696-OTM-16930731","OTM-16930731","https://www.onthemarket.com/details/16930731/","https://www.onthemarket.com/details/16930731/","1000000.0","15835.312747","63.15","EN5","Barnet","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16930731/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;price_above_3000000;ppm_above_5000"
"L4-00711-OTM-16962291","OTM-16962291","https://www.onthemarket.com/details/16962291/","https://www.onthemarket.com/details/16962291/","65000.0","27.389064","2373.21","SW17","Wandsworth","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/16962291/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/16962291/?form-name=details-contact"",""https://media.onthemarket.com/properties/16962291/1567711178/image-2-1024x1024.jpg/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
"L4-00774-OTM-17102757","OTM-17102757","https://www.onthemarket.com/details/17102757/","https://www.onthemarket.com/details/17102757/","1495000.0","773.765469","1932.11","EN5","Barnet","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17102757/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/"",""https://media.onthemarket.com/agents/companies/14128/250211145132343/logo-190x100.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00775-OTM-17103484","OTM-17103484","https://www.onthemarket.com/details/17103484/","https://www.onthemarket.com/details/17103484/","3000.0","1.465874","2046.56","BR2 6AR","Bromley","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17103484/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/17103484/?form-name=details-contact"",""https://www.onthemarket.com/agents/branch/auction-house-london-hampstead/"",""https://www.onthemarket.com/agents/branch/auction-house-london-hampstead/properties/?search-type=for-sale&under-offer=true"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
"L4-00787-OTM-17136443","OTM-17136443","https://www.onthemarket.com/details/17136443/","https://www.onthemarket.com/details/17136443/","800000.0","2488.49073","321.48","RM14","Havering","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17136443/"",""https://www.onthemarket.com/agents/"",""https://media.onthemarket.com/agents/companies/127/220729131237507/logo-190x100.jpg/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
