"path","extension","length","has_group_column","has_bbox_column","has_parcel_or_geometry","sample"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\midlands-lines_with_air_quality.geojson",".geojson","53687879","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.1868223,51.8665712]},""properties"":{""line_kind"":""rail"",""name"":""Knebworth"",""label"":""Knebworth"",""color"":""#7c3aed"",""width"":2.0,""airQuality"":{""airQualit"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\midlands-points_with_air_quality.geojson",".geojson","55075588","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.4782355,52.1476775]},""properties"":{""category"":""okul"",""unit_key"":""okul"",""name"":""Bedford Modern School"",""label"":""Okul"",""color"":""blue"",""icon_text"":""S"""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_air_quality_scores.geojson",".geojson","3773512","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.4562494108596019,51.33689063164303]},""properties"":{""parcel_id"":""35729957"",""parcel_ref"":""33507540"",""local_authority"":""Guildford Borough Council"",""lo"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_air_quality_score_manifest_step36.json",".json","5816","False","True","True","{""createdAt"":""2026-04-30T23:04:03Z"",""mode"":""step36_fast_timeboxed_parcel_aq"",""maxSeconds"":75,""elapsedSeconds"":69.02,""aqSourcePoints"":794,""candidateCount"":250,""processedOutputCount"":2,""scoredFeatureCount"":4246,""embeddedFeatureCount"":4246,""outputs"":[{"""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_nearest_lsoa_rescue.geojson",".geojson","101058916","False","True","True","{""type"":""FeatureCollection"",""name"":""parcel_security_scores_compact"",""metadata"":{""source"":""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\england_map_web\\data\\parcel_security_scores.geojson"",""purpose"":""frontend optimized security overlay"",""feature_count"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_rechecked_0_120m.geojson",".geojson","101059092","False","True","True","{""type"":""FeatureCollection"",""name"":""parcel_security_scores_compact"",""metadata"":{""source"":""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\england_map_web\\data\\parcel_security_scores.geojson"",""purpose"":""frontend optimized security overlay"",""feature_count"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_rechecked_0_120m_spatial.geojson",".geojson","114290910","False","True","True","{""type"":""FeatureCollection"",""name"":""parcel_security_scores_compact"",""metadata"":{""source"":""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\england_map_web\\data\\parcel_security_scores.geojson"",""purpose"":""frontend optimized security overlay"",""feature_count"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_uplift_no_downgrade.geojson",".geojson","82757992","False","True","True","{""type"":""FeatureCollection"",""name"":""parcel_security_scores_compact"",""metadata"":{""source"":""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\england_map_web\\data\\parcel_security_scores.geojson"",""purpose"":""frontend optimized security overlay"",""feature_count"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_uplift_no_downgrade_with_air_quality.geojson",".geojson","112813042","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""safety_level"":""Cok Dusuk"",""confidence_flags"":""LOW_EXTERNAL_SOURCE_HEALTH"",""spatial_match_method"":""parcel_centroid_inside_lsoa_polygon"",""confidence_score"":82.97,""spatial_score"":1"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_L2_MEDIUM_sample_with_air_quality.geojson",".geojson","9307056","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[0.293624,51.563497]},""properties"":{""parcel_id"":""29759443"",""confidence_level"":""L2_MEDIUM"",""elevation_m"":10.33,""slope_pct"":1.0,""water_distance_m"":0.0,""a"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_L4_HIGH_sample_with_air_quality.geojson",".geojson","27609135","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[0.285633,51.614358]},""properties"":{""parcel_id"":""29507001"",""confidence_level"":""L4_HIGH"",""elevation_m"":69.32,""slope_pct"":1.0,""water_distance_m"":0.0,""are"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_sample_points_with_air_quality.geojson",".geojson","36916150","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[0.293624,51.563497]},""properties"":{""parcel_id"":""29759443"",""confidence_level"":""L2_MEDIUM"",""elevation_m"":10.33,""slope_pct"":1.0,""water_distance_m"":0.0,""a"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\voa_2026_true_london_commercial_geocoded_with_air_quality.csv",".csv","7310316","False","True","True","voa_row_number,borough,admin_district_code,candidate_use6_from_voa,postcode,postcode_norm,lon,lat,easting,northing,property_description,full_address,property_name,street,town,rateable_value,voa_use_evidence,geocode_confidence_level_1_4,use_confidence"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\meta\britain_parcel_coverage_index.json",".json","177195","False","True","True","{
  ""generated_at"": ""2026-03-28T14:17:42.741051+00:00"",
  ""scope"": ""Great Britain"",
  ""live_map_name"": ""Great Britain Parcel Map"",
  ""live_regions"": [
    {
      ""slug"": ""london"",
      ""label"": ""London""
    },
    {
      ""slug"": ""south_e"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\meta\scotland_city_aliases.json",".json","1623","False","True","True","[
  {
    ""city"": ""Edinburgh"",
    ""status"": ""needs_alias_qa"",
    ""source_authorities"": [
      ""Midlothian"",
      ""East Lothian"",
      ""West Lothian""
    ],
    ""confidence"": ""medium"",
    ""note"": ""Scotland source manifest does not expo"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\east_england-lines.geojson",".geojson","11350198","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.1868223,51.8665712]},""properties"":{""line_kind"":""rail"",""name"":""Knebworth"",""label"":""Knebworth"",""color"":""#7c3aed"",""width"":2.0}},{""type"":""Feature"",""geo"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\east_england-points.geojson",".geojson","12639834","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.0269749,52.0532089]},""properties"":{""category"":""metro"",""unit_key"":""metro"",""name"":""Royston"",""label"":""Metro (Ulasim)"",""color"":""darkpurple"",""icon_text"""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\london-lines.geojson",".geojson","5732114","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.4143083,51.3728758]},""properties"":{""line_kind"":""rail"",""name"":""Walton-on-Thames"",""label"":""Walton-on-Thames"",""color"":""#7c3aed"",""width"":2.0}},{""type"":"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\london-points.geojson",".geojson","6335895","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.0870901,51.5094651]},""properties"":{""category"":""metro"",""unit_key"":""metro"",""name"":""Monument Station"",""label"":""Metro (Ulasim)"",""color"":""darkpurple"",""i"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\midlands-lines.geojson",".geojson","21107402","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.1868223,51.8665712]},""properties"":{""line_kind"":""rail"",""name"":""Knebworth"",""label"":""Knebworth"",""color"":""#7c3aed"",""width"":2.0}},{""type"":""Feature"",""geo"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\midlands-points.geojson",".geojson","22548771","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.4782355,52.1476775]},""properties"":{""category"":""okul"",""unit_key"":""okul"",""name"":""Bedford Modern School"",""label"":""Okul"",""color"":""blue"",""icon_text"":""S"""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\north-lines.geojson",".geojson","20258704","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-1.480623,53.6628109]},""properties"":{""line_kind"":""rail"",""name"":""Sandal and Agbrigg"",""label"":""Sandal and Agbrigg"",""color"":""#7c3aed"",""width"":2.0}},{""typ"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\north-points.geojson",".geojson","21499104","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-1.480623,53.6628109]},""properties"":{""category"":""metro"",""unit_key"":""metro"",""name"":""Sandal and Agbrigg"",""label"":""Metro (Ulasim)"",""color"":""darkpurple"","""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\scotland-lines.geojson",".geojson","3373258","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-1.3598318,54.5189719]},""properties"":{""line_kind"":""road"",""name"":""The Eagle"",""label"":""The Eagle"",""color"":""#6e6e6e"",""width"":2.2}},{""type"":""Feature"",""geo"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\scotland-points.geojson",".geojson","3676035","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-1.3598318,54.5189719]},""properties"":{""category"":""otobus"",""unit_key"":""otobus"",""name"":""The Eagle"",""label"":""Otobus Duragi"",""color"":""green"",""icon_text"":"""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\south_east-lines.geojson",".geojson","17364429","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-1.7852844,51.5657001]},""properties"":{""line_kind"":""rail"",""name"":""Swindon"",""label"":""Swindon"",""color"":""#7c3aed"",""width"":2.0}},{""type"":""Feature"",""geometr"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\south_east-points.geojson",".geojson","19295655","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-1.7852844,51.5657001]},""properties"":{""category"":""metro"",""unit_key"":""metro"",""name"":""Swindon"",""label"":""Metro (Ulasim)"",""color"":""darkpurple"",""icon_text"""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\south_west-lines.geojson",".geojson","4814053","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-1.7852844,51.5657001]},""properties"":{""line_kind"":""rail"",""name"":""Swindon"",""label"":""Swindon"",""color"":""#7c3aed"",""width"":2.0}},{""type"":""Feature"",""geometr"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\south_west-points.geojson",".geojson","5409135","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-1.7852844,51.5657001]},""properties"":{""category"":""metro"",""unit_key"":""metro"",""name"":""Swindon"",""label"":""Metro (Ulasim)"",""color"":""darkpurple"",""icon_text"""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\wales-lines.geojson",".geojson","2640388","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-2.602769,53.2662973]},""properties"":{""line_kind"":""rail"",""name"":""Acton Bridge"",""label"":""Acton Bridge"",""color"":""#7c3aed"",""width"":2.0}},{""type"":""Feature"""
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\wales-points.geojson",".geojson","2811214","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-2.602769,53.2662973]},""properties"":{""category"":""metro"",""unit_key"":""metro"",""name"":""Acton Bridge"",""label"":""Metro (Ulasim)"",""color"":""darkpurple"",""icon_t"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist\asset-manifest.json",".json","4337","False","True","True","{
  ""bucket_objects"": [
    {
      ""key"": ""parcels/london.pmtiles"",
      ""source"": ""C:\\proxy\\parcels\\london.pmtiles"",
      ""contentType"": ""application/vnd.pmtiles""
    },
    {
      ""key"": ""poi/london-points.geojson"",
      ""source"": "
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist\data\meta\britain_parcel_coverage_index.json",".json","177195","False","True","True","{
  ""generated_at"": ""2026-03-28T14:17:42.741051+00:00"",
  ""scope"": ""Great Britain"",
  ""live_map_name"": ""Great Britain Parcel Map"",
  ""live_regions"": [
    {
      ""slug"": ""london"",
      ""label"": ""London""
    },
    {
      ""slug"": ""south_e"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist\data\meta\scotland_city_aliases.json",".json","1623","False","True","True","[
  {
    ""city"": ""Edinburgh"",
    ""status"": ""needs_alias_qa"",
    ""source_authorities"": [
      ""Midlothian"",
      ""East Lothian"",
      ""West Lothian""
    ],
    ""confidence"": ""medium"",
    ""note"": ""Scotland source manifest does not expo"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_nearest_lsoa_rescue.geojson",".geojson","101058916","False","True","True","{""type"":""FeatureCollection"",""name"":""parcel_security_scores_compact"",""metadata"":{""source"":""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\england_map_web\\data\\parcel_security_scores.geojson"",""purpose"":""frontend optimized security overlay"",""feature_count"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_rechecked_0_120m.geojson",".geojson","101059092","False","True","True","{""type"":""FeatureCollection"",""name"":""parcel_security_scores_compact"",""metadata"":{""source"":""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\england_map_web\\data\\parcel_security_scores.geojson"",""purpose"":""frontend optimized security overlay"",""feature_count"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_rechecked_0_120m_spatial.geojson",".geojson","101165757","False","True","True","{""type"":""FeatureCollection"",""name"":""parcel_security_scores_compact"",""metadata"":{""source"":""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\england_map_web\\data\\parcel_security_scores.geojson"",""purpose"":""frontend optimized security overlay"",""feature_count"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_uplift_no_downgrade.geojson",".geojson","82757992","False","True","True","{""type"":""FeatureCollection"",""name"":""parcel_security_scores_compact"",""metadata"":{""source"":""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\england_map_web\\data\\parcel_security_scores.geojson"",""purpose"":""frontend optimized security overlay"",""feature_count"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\meta\britain_parcel_coverage_index.json",".json","177195","False","True","True","{
  ""generated_at"": ""2026-03-28T14:17:42.741051+00:00"",
  ""scope"": ""Great Britain"",
  ""live_map_name"": ""Great Britain Parcel Map"",
  ""live_regions"": [
    {
      ""slug"": ""london"",
      ""label"": ""London""
    },
    {
      ""slug"": ""south_e"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\meta\scotland_city_aliases.json",".json","1623","False","True","True","[
  {
    ""city"": ""Edinburgh"",
    ""status"": ""needs_alias_qa"",
    ""source_authorities"": [
      ""Midlothian"",
      ""East Lothian"",
      ""West Lothian""
    ],
    ""confidence"": ""medium"",
    ""note"": ""Scotland source manifest does not expo"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\openapi.json",".json","74393","False","True","True","{""openapi"":""3.1.0"",""info"":{""title"":""TerraYield Land Intelligence"",""description"":""Parcel-centric land opportunity intelligence service for TerraYield"",""version"":""0.1.0""},""paths"":{""/health"":{""get"":{""tags"":[""health""],""summary"":""Health Check"",""operationI"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\run_20260502_191619\endpoint__map_listings.json",".json","2910341","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-2.855381988,53.445665997]},""properties"":{""listing_id"":""OTM-16266373"",""source_name"":""market_listing_adapter"",""provider_name"":""REPO_MASTER_3110_MATCHED"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\run_20260502_191619\endpoint__map_sales-history_combined.json",".json","1398135","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-1.858658245,52.504032519],[-1.858658061,52.504030164],[-1.858660624,52.503998145],[-1.858663477,52.503962647],[-1.858666669,52.503922834],["
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\run_20260502_191619\endpoint__map_sales-history_external-evidence.json",".json","1368764","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-1.751361748,53.902006976],[-1.751361838,53.901940466],[-1.751358932,53.901917181],[-1.751355886,53.901892009],[-1.751346719,53.901872217],["
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\run_20260502_191619\endpoint__map_sales-history_parcels.json",".json","132180","False","True","True","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-1.858658245,52.504032519],[-1.858658061,52.504030164],[-1.858660624,52.503998145],[-1.858663477,52.503962647],[-1.858666669,52.503922834],["
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\run_20260502_191619\endpoint__openapi.json.json",".json","74393","False","True","True","{""openapi"":""3.1.0"",""info"":{""title"":""TerraYield Land Intelligence"",""description"":""Parcel-centric land opportunity intelligence service for TerraYield"",""version"":""0.1.0""},""paths"":{""/health"":{""get"":{""tags"":[""health""],""summary"":""Health Check"",""operationI"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_021_evidence_plan_20260504_021506\verification_backlog_template.csv",".csv","230","True","False","True","listing_id,group_id,current_level,target_level,listing_url,source_count,price_status,area_status,location_status,geometry_status,side_length_status,official_context_status,document_status,missing_evidence,next_action,priority"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_021_evidence_plan_20260504_021506\verification_pipeline_blueprint.json",".json","1751","False","True","True","{
    ""project"":  ""TerraYield Land Intelligence"",
    ""dataset_target"":  3110,
    ""verification_levels"":  [
                                ""L0_unverified_listing"",
                                ""L1_candidate_sale_record"",
                  "
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\openapi.json",".json","74393","False","True","True","{""openapi"":""3.1.0"",""info"":{""title"":""TerraYield Land Intelligence"",""description"":""Parcel-centric land opportunity intelligence service for TerraYield"",""version"":""0.1.0""},""paths"":{""/health"":{""get"":{""tags"":[""health""],""summary"":""Health Check"",""operationI"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_wide_recovery\wide_20260502_160636\openapi.json",".json","74393","False","True","True","{""openapi"":""3.1.0"",""info"":{""title"":""TerraYield Land Intelligence"",""description"":""Parcel-centric land opportunity intelligence service for TerraYield"",""version"":""0.1.0""},""paths"":{""/health"":{""get"":{""tags"":[""health""],""summary"":""Health Check"",""operationI"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\north_yorkshire_single_manifest.json",".json","528","False","True","False","{
  ""source_page"": ""single-authority"",
  ""scope"": ""england"",
  ""count"": 1,
  ""records"": [
    {
      ""authority"": ""The North Yorkshire Council"",
      ""zip_url"": ""https://use-land-property-data.service.gov.uk/datasets/inspire/download/The_Nor"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\repo_review_needed_hotspot_authorities.json",".json","8036","False","True","False","{
  ""source_page"": ""repo-review-needed-hotspots"",
  ""scope"": ""england"",
  ""count"": 19,
  ""records"": [
    {
      ""authority"": ""Bath and North East Somerset Council"",
      ""zip_url"": ""https://use-land-property-data.service.gov.uk/datasets/ins"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\repo_review_needed_missing_authorities_manifest.json",".json","9693","False","True","False","{
  ""source_page"": ""subset-from-market-candidate-batch"",
  ""scope"": ""england"",
  ""count"": 23,
  ""records"": [
    {
      ""authority"": ""Bath and North East Somerset Council"",
      ""zip_url"": ""https://use-land-property-data.service.gov.uk/datas"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_immediate_overrides.json",".json","679","False","True","True","{
  ""RM-172411361"": {
    ""matched_parcel_ref"": ""28301756"",
    ""matched_inspire_id"": ""england:north-west-leicestershire-district-council:28301756"",
    ""location_notes_append"": ""manual parcel match: Church Lane Whitwick geocode lies 4.19 m from "
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_manual_match_immediate_overrides.json",".json","2458","False","True","True","{
  ""RM-174359957"": {
    ""latitude"": 50.7141803,
    ""longitude"": -2.6349262,
    ""matched_parcel_ref"": ""19406220"",
    ""matched_inspire_id"": ""england:dorset-council:19406220"",
    ""location_notes_append"": ""manual parcel match: White Way DT2 9"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_overrides.json",".json","682","False","True","True","{
  ""AG-20017275"": {
    ""matched_parcel_ref"": ""28421533"",
    ""matched_inspire_id"": ""england:south-oxfordshire-district-council:28421533"",
    ""location_notes_append"": ""manual parcel match: Appleford Road Sutton Courtenay geocode lies 1.53 m fro"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\drops\historic_england_facilities.geojson",".geojson","1142","False","True","True","{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""geometry"": {
        ""type"": ""Polygon"",
        ""coordinates"": [[
          [-0.1278, 51.5087],
          [-0.1257, 51.5087],
          [-0.1257, 51.5101"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\drops\os_land_use_features.geojson",".geojson","3423","False","True","True","{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""geometry"": {
        ""type"": ""Polygon"",
        ""coordinates"": [[
          [-0.1178, 51.5568],
          [-0.1128, 51.5568],
          [-0.1128, 51.5608"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\templates\government_property_export_template.json",".json","447","False","True","True","[
  {
    ""listing_id"": ""GPF-001"",
    ""provider_listing_id"": ""GPF-001"",
    ""title"": ""Example Government Land Opportunity"",
    ""listing_status"": ""on_market"",
    ""ask_price"": 3000000,
    ""listing_url"": ""https://www.gov.uk/example-property/G"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\homes_england_backfill\backfill_state.pre_fix_20260403_032051.json",".json","687","False","True","False","{
  ""completed_offsets"": [
    12,
    57,
    162,
    182,
    221,
    281
  ],
  ""completed_authorities"": [
    ""Birmingham City Council"",
    ""Cotswold District Council"",
    ""Mid Sussex District Council"",
    ""Northumberland County"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\homes_england_backfill\queue.pre_fix_20260403_032051.json",".json","13610","False","True","False","[
  {
    ""landhub_authority"": ""Sheffield"",
    ""canonical_authority"": ""sheffield"",
    ""unmatched_count"": 4,
    ""already_covered"": true,
    ""manifest_offset"": 217,
    ""manifest_authority"": ""Sheffield City Council"",
    ""zip_url"": ""https:/"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_first_big_work_wave_20260516\LOCATION_EVIDENCE_SCHEMA.json",".json","1864","False","True","True","{
  ""$schema"": ""https://json-schema.org/draft/2020-12/schema"",
  ""title"": ""AAYS Location Evidence Record"",
  ""type"": ""object"",
  ""required"": [
    ""parcel_id"",
    ""source_system"",
    ""source_url_or_file"",
    ""dataset_version"",
    ""srid"","
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\SPECIFIC_PARCEL_477_SOURCE_FIELDS_RAW.json",".json","515","False","True","True","{""parcel_id"" : 477, ""inspire_id"" : ""england:east-devon-district-council:17103798"", ""parcel_ref"" : ""17103798"", ""local_authority"" : ""East Devon"", ""source_month"" : ""2026-04-30"", ""postcode"" : null, ""address_text"" : null, ""source_name"" : null, ""source_rec"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_group_contact_low_credit_20260524\PARCEL_GROUP_CONTRACTOR_TEMPLATE.csv",".csv","320","True","False","False","parcel_group_id,contractor_id,company_name,structure_types,match_method,match_score,reliability_score,data_confidence_score,legal_contact_score,quality_band,activity_density_label,do_not_contact,contact_status,registered_office_address,phone,email,we"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_group_contact_low_credit_20260524\PARCEL_GROUP_TO_PARCEL_TEMPLATE.csv",".csv","150","True","False","True","parcel_group_id,parcel_group_name,parcel_id,parcel_ref,authority_name,postcode,region,source_name,source_url,source_record_id,fetched_at,license_name"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\SPECIFIC_PARCEL_477_SOURCE_FIELDS_RAW.json",".json","515","False","True","True","{""parcel_id"" : 477, ""inspire_id"" : ""england:east-devon-district-council:17103798"", ""parcel_ref"" : ""17103798"", ""local_authority"" : ""East Devon"", ""source_month"" : ""2026-04-30"", ""postcode"" : null, ""address_text"" : null, ""source_name"" : null, ""source_rec"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\hmlr_inspire_parcels.json",".json","1931","False","True","True","[
  {
    ""inspire_id"": ""INSPIRE-ENG-0001"",
    ""source_record_id"": ""INSPIRE-ENG-0001"",
    ""local_authority"": ""Cambridge"",
    ""source_month"": ""2026-03-01"",
    ""postcode"": ""CB1 1AA"",
    ""address_text"": ""Land at Mill Road, Cambridge"",
    """
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\local_authority_brownfield.json",".json","963","False","True","True","[
  {
    ""site_id"": ""LA-BF-001"",
    ""source_record_id"": ""LA-BF-001"",
    ""organisation_uri"": ""https://cambridge.gov.uk/id/organisation/city-council"",
    ""site_reference"": ""CAM-BR-11"",
    ""site_name_address"": ""East Road Employment Site, Camb"
