path,length,last_write_time
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\run_england_osm_poi_sequential.py",4375,"03/22/2026 04:43:29"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\run_england_regions.ps1",1497,"03/23/2026 02:07:08"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\run_england_regions_sequential.py",13612,"03/23/2026 02:07:39"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\run_england_regions_v2_from_jobs.py",16202,"03/24/2026 00:00:34"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\run_scotland_regions.ps1",1864,"03/28/2026 01:44:47"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\geopandas\plotting.py",34039,"03/14/2026 15:46:36"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\geopandas\tests\test_plotting.py",77529,"03/14/2026 15:46:37"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\geopandas\tests\__pycache__\test_plotting.cpython-312.pyc",122141,"03/14/2026 15:46:42"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\geopandas\__pycache__\plotting.cpython-312.pyc",35375,"03/14/2026 15:46:40"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pandas\plotting\_matplotlib\boxplot.py",18084,"03/14/2026 15:43:43"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pandas\plotting\_matplotlib\__pycache__\boxplot.cpython-312.pyc",21065,"03/14/2026 15:44:48"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pandas\tests\io\formats\style\test_matplotlib.py",10838,"03/14/2026 15:44:02"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pandas\tests\io\formats\style\__pycache__\test_matplotlib.cpython-312.pyc",15382,"03/14/2026 15:46:01"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pandas\tests\plotting\test_boxplot_method.py",29925,"03/14/2026 15:44:05"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pandas\tests\plotting\frame\test_frame_subplots.py",28961,"03/14/2026 15:44:05"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pandas\tests\plotting\frame\__pycache__\test_frame_subplots.cpython-312.pyc",45187,"03/14/2026 15:46:10"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pandas\tests\plotting\__pycache__\test_boxplot_method.cpython-312.pyc",49432,"03/14/2026 15:46:10"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pyogrio\_geometry.cpython-312-x86_64-linux-gnu.so",465721,"03/14/2026 15:43:09"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\pyogrio\gdal_data\inspire_cp_CadastralParcel.gfs",2450,"03/14/2026 15:43:11"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\plotting.py",6322,"03/14/2026 15:42:37"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\_geometry.py",29155,"03/14/2026 15:42:36"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\_geometry_helpers.cpython-312-x86_64-linux-gnu.so",2654465,"03/14/2026 15:42:36"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\tests\test_geometry.py",23821,"03/14/2026 15:42:38"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\tests\test_plotting.py",4043,"03/14/2026 15:42:38"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\tests\geometry\test_geometry_base.py",10726,"03/14/2026 15:42:38"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\tests\geometry\__pycache__\test_geometry_base.cpython-312.pyc",19510,"03/14/2026 15:42:46"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\tests\__pycache__\test_geometry.cpython-312.pyc",35357,"03/14/2026 15:42:56"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\tests\__pycache__\test_plotting.cpython-312.pyc",7335,"03/14/2026 15:42:57"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\__pycache__\plotting.cpython-312.pyc",7904,"03/14/2026 15:42:44"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\shapely\__pycache__\_geometry.cpython-312.pyc",31459,"03/14/2026 15:42:41"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\reports\region_geometry_v2\midlands.json",2228,"03/24/2026 05:24:52"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\reports\region_geometry_v2\midlands_north_resume.pid",7,"03/24/2026 02:09:40"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\reports\region_geometry_v2\midlands_north_resume.stderr.log",3110386,"03/24/2026 10:55:41"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\reports\region_geometry_v2\midlands_north_resume.stdout.log",104604,"03/24/2026 10:57:52"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\__pycache__\audit_region_geometry.cpython-312.pyc",14509,"03/23/2026 03:07:34"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\__pycache__\build_scotland_region_sequential.cpython-312.pyc",18228,"03/28/2026 01:59:49"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\__pycache__\download_scotland_cadastral_parcels.cpython-312.pyc",7135,"03/28/2026 01:45:00"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\__pycache__\run_england_osm_poi_sequential.cpython-312.pyc",6564,"03/22/2026 04:44:37"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\__pycache__\run_england_regions_sequential.cpython-312.pyc",16971,"03/23/2026 03:07:34"
"C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\__pycache__\run_england_regions_v2_from_jobs.cpython-312.pyc",18477,"03/24/2026 00:00:43"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\britain_free_parcel_plan.md",3108,"03/28/2026 17:17:58"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\britain_parcel_coverage_index.csv",46559,"03/28/2026 17:17:42"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\britain_parcel_coverage_index.json",177195,"03/28/2026 17:17:42"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\manifest_england.json",126378,"03/19/2026 19:30:09"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\manifest_scotland.json",8532,"03/28/2026 01:45:01"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\northern_ireland_free_parcel_feasibility.md",2783,"03/28/2026 17:23:11"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\region_assignments_england.json",85091,"03/21/2026 12:12:48"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\scotland_city_aliases.json",1623,"03/28/2026 17:17:42"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\scotland_city_alias_qa.json",5628,"03/28/2026 17:17:21"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\region_jobs\east\tiles\hf_large_upload_oyhcq_5_\.cache\huggingface\upload\east\parcels.pmtiles.lock",0,"03/26/2026 19:47:42"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\region_jobs\east\tiles\hf_large_upload_oyhcq_5_\.cache\huggingface\upload\east\parcels.pmtiles.metadata",177,"03/26/2026 19:47:45"
"C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\region_jobs\east\tiles\hf_large_upload_oyhcq_5_\east\parcels.pmtiles",2022716821,"03/26/2026 18:40:06"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_land_sales_evidence_review_panel.js",10100,"05/17/2026 19:06:30"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_data.js",3787367,"05/01/2026 04:14:43"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_data.js.bak_aays30_html_20260501_030914",3773551,"05/01/2026 02:04:03"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_panel.html",3464,"05/01/2026 03:10:29"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_panel.html.bak_aays30_html_20260501_030914",3379,"05/01/2026 02:04:37"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_runtime.js",9491,"05/01/2026 04:14:46"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_runtime.js.bak_aays30_html_20260501_030914",9471,"05/01/2026 02:04:08"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step37_parcel_aq_list_runtime.js",11293,"05/01/2026 04:14:46"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step37_parcel_aq_list_runtime.js.bak_aays30_html_20260501_030914",11277,"05/01/2026 02:11:47"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step37_parcel_aq_panel.html",3637,"05/01/2026 03:10:29"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step37_parcel_aq_panel.html.bak_aays30_html_20260501_030914",3552,"05/01/2026 02:11:58"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_topography_bulk_visible_parcels_v1.js",18886,"05/01/2026 15:28:05"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_unified_parcel_panel_bridge.js",22436,"05/01/2026 14:01:59"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\app.js.bak_3110_sale_geometry_layer_20260502_003522",707850,"05/01/2026 18:23:16"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\app.js.bak_robust_sale_geometry_overlay_20260430_232424",664721,"05/01/2026 03:10:30"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\app.js.bak_robust_sale_geometry_overlay_20260430_232424.bak_aays30_html_20260501_030914",664650,"04/30/2026 23:22:59"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\app.js.bak_sale_geometry_overlay_20260430_231752",670924,"05/01/2026 03:10:30"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\app.js.bak_sale_geometry_overlay_20260430_231752.bak_aays30_html_20260501_030914",664645,"04/30/2026 23:12:34"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\styles.css.bak_3110_sale_geometry_layer_20260502_003522",30670,"05/01/2026 17:01:41"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_L2_MEDIUM_sample.geojson",4784339,"05/01/2026 00:45:26"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_L4_HIGH_sample.geojson",14269544,"05/01/2026 00:45:23"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_manifest.json",1584,"05/01/2026 00:45:27"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_sample_points.geojson",19053793,"05/01/2026 00:45:18"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_style.json",873,"05/01/2026 00:45:16"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_summary.json",2518,"05/01/2026 00:45:16"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\reliability_streetview\layers\englandAirPollutionLayer.js",2196,"05/07/2026 20:02:57"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\assets\icons\map-mode-parcel.png",766,"04/17/2026 00:40:03"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\assets\icons\terrayield_icons\parcel_label.png",200,"04/17/2026 00:41:16"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\assets\icons\terrayield_icons\parcel_menu.png",766,"04/17/2026 00:40:03"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\05_london_bbox_sample_parcels_with_air_quality.csv",284130,"05/01/2026 02:03:02"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_england_manifest.json",871,"05/01/2026 01:32:31"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_england_unified.geojson",225988,"05/01/2026 01:32:31"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_management_area_england.geojson",5047654,"05/01/2026 01:13:48"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\midlands-lines_with_air_quality.geojson",53687879,"05/01/2026 01:50:59"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\midlands-points_with_air_quality.geojson",55075588,"05/01/2026 01:52:52"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_air_quality_scores.geojson",3773512,"05/01/2026 02:04:02"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_air_quality_score_manifest_step36.json",5816,"05/01/2026 02:04:03"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_candidate_files_step36.txt",22434,"05/01/2026 02:02:53"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_candidate_inventory_step36.json",77059,"05/01/2026 02:02:53"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_match_summary.json",5984,"05/01/2026 02:13:17"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_nearest_lsoa_rescue.geojson",101058916,"05/01/2026 01:59:27"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_rechecked_0_120m.geojson",101059092,"05/01/2026 02:08:42"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_rechecked_0_120m_spatial.geojson",114290910,"05/01/2026 02:36:45"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_rechecked_0_120m_spatial.geojson.bak_before_22B_20260501_023552",101165757,"05/01/2026 02:13:17"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_uplift_no_downgrade.geojson",82757992,"05/01/2026 01:32:51"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_uplift_no_downgrade_with_air_quality.geojson",112813042,"05/01/2026 01:45:06"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_L2_MEDIUM_sample_with_air_quality.geojson",9307056,"05/01/2026 01:49:15"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_L4_HIGH_sample_with_air_quality.geojson",27609135,"05/01/2026 01:48:48"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_sample_points_with_air_quality.geojson",36916150,"05/01/2026 01:47:18"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\meta\britain_parcel_coverage_index.json",177195,"05/10/2026 23:46:08"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\meta\scotland_city_aliases.json",1623,"05/10/2026 23:46:08"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\east_england-lines.geojson",11350198,"05/10/2026 23:46:34"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\east_england-points.geojson",12639834,"05/10/2026 23:46:34"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\midlands-lines.geojson",21107402,"05/10/2026 23:46:43"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\midlands-points.geojson",22548771,"05/10/2026 23:46:43"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\scotland-lines.geojson",3373258,"05/10/2026 23:47:04"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\scotland-points.geojson",3676035,"05/10/2026 23:47:04"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist\assets\icons\map-mode-parcel.png",766,"04/17/2026 00:40:03"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist\data\meta\britain_parcel_coverage_index.json",177195,"03/29/2026 20:00:09"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist\data\meta\scotland_city_aliases.json",1623,"03/29/2026 20:00:09"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\assets\icons\map-mode-parcel.png",766,"04/17/2026 00:40:03"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_match_summary.json",5984,"05/01/2026 02:13:17"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_nearest_lsoa_rescue.geojson",101058916,"05/01/2026 01:59:27"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_rechecked_0_120m.geojson",101059092,"05/01/2026 02:08:42"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_rechecked_0_120m_spatial.geojson",101165757,"05/01/2026 02:13:17"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_uplift_no_downgrade.geojson",82757992,"05/01/2026 01:32:51"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\meta\britain_parcel_coverage_index.json",177195,"03/29/2026 20:00:09"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\meta\scotland_city_aliases.json",1623,"03/29/2026 20:00:09"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_L2_MEDIUM_sample.geojson",4784339,"05/01/2026 00:45:26"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_L4_HIGH_sample.geojson",14269544,"05/01/2026 00:45:23"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_manifest.json",1584,"05/01/2026 00:45:27"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_sample_points.geojson",19053793,"05/01/2026 00:45:18"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_style.json",873,"05/01/2026 00:45:16"
"C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_summary.json",2518,"05/01/2026 00:45:16"
"C:\Users\cagda\Documents\GitHub\AAYS\regions\bedfordshire\parcels_prepared.parquet",22000241,"03/17/2026 22:30:29"
"C:\Users\cagda\Documents\GitHub\AAYS\regions\bedfordshire\parcels_prepared_simplified.parquet",6692188,"03/17/2026 22:30:33"
"C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\evidence_templates\parcel_match_audit_template.csv",164,"05/11/2026 00:41:42"
"C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\evidence_templates\parcel_security_evidence_template.json",498,"05/11/2026 00:41:42"
"C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\examples\parcel_security_evidence\parcel_security_evidence_examples_20260507.jsonl",532,"05/11/2026 00:41:42"
"C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\examples\parcel_security_evidence\parcel_security_evidence_examples_20260507.md",232,"05/11/2026 00:41:42"
"C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\mega_batch_20260507\evidence_model\parcel_evidence_lifecycle.md",195,"05/11/2026 00:41:43"
"C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\mega_batch_20260507\methodology\17_parcel_review_sampling.md",153,"05/11/2026 00:41:43"
"C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\methodology\10_parcel_evidence_and_no_downgrade_methodology.md",232,"05/11/2026 00:41:43"
"C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\schemas\parcel_security_evidence_schema.json",1248,"05/11/2026 00:41:43"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\create_parcels_compat_view.py",800,"05/14/2026 13:20:32"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\find_parcel_tables.py",1119,"05/13/2026 04:07:48"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\find_parcel_tables_and_columns.py",2290,"05/14/2026 00:27:26"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_city_London.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_city_London_limit_500.txt",36,"05/02/2026 17:23:15"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_city_London_sale_ready_true.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_city_London_status_sale_ready.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_city_London_status_sale_ready_limit_500.txt",36,"05/02/2026 17:23:15"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_city_London_status_sale_ready_top_500.txt",36,"05/02/2026 17:23:15"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_city_London_top_500.txt",36,"05/02/2026 17:23:15"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_limit_500.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_location_London.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_location_London_status_sale_ready.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_q_London.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_rebuild_search_London.txt",36,"05/02/2026 17:23:14"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_status.txt",773,"05/02/2026 17:23:13"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_final_stabilize\final_20260502_172148\resp_admin_parcel_linking_status_city_London.txt",773,"05/02/2026 17:23:13"
