"score","path","extension","length","parcel_col","group_col","lat_col","lon_col","geom_col","can_direct_join","can_bbox_join","can_geometry_review"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\PUBLIC_PARCELS_METADATA.json",".json","2488","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\SPECIFIC_PARCEL_477_SOURCE_FIELDS_RAW.json",".json","515","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_033121\templates\parcel_use6_points_template.geojson",".geojson","126","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\topography_accuracy_upgrade_plan\topography_source_registry.json",".json","1784","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_033034\templates\parcel_use6_points_template.geojson",".geojson","126","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\tmp\chatgpt_handoff_land_sales_20260517\READY_TO_SELL_3110_SOURCE_FILE_MAP.json",".json","2000","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_032548\templates\parcel_use6_points_template.geojson",".geojson","126","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\POSTGIS_PARCEL_CANDIDATE_COLUMNS.csv",".csv","9105","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_edges_20260423.geojson",".geojson","6801600","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_enriched_20260422.csv",".csv","799281","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_edges_20260422.geojson",".geojson","6801600","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_land_sales_full_20260423.csv",".csv","852239","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_land_sales_full_filled_20260423.csv",".csv","1334294","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PUBLIC_PARCELS_METADATA.json",".json","2488","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\SPECIFIC_PARCEL_477_SOURCE_FIELDS_RAW.json",".json","515","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\POSTGIS_PARCEL_CANDIDATE_COLUMNS.csv",".csv","9105","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_enriched_20260423.csv",".csv","799281","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\parcel_use6\parcel_use6_lookup.json",".json","242909202","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\risk_register.json",".json","633","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\sales_parcel_join.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_ranking.json",".json","634","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_display_policy.json",".json","641","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_key.json",".json","630","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\multi_parcel.json",".json","632","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\parcel_ambiguity.json",".json","636","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\geometry_intersection.json",".json","641","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\source_registry.json",".json","635","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\geometry_boundary.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_cards.json",".json","632","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113634\topics\sales_parcel_join.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113634\topics\source_registry.json",".json","635","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113634\topics\risk_register.json",".json","633","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113634\topics\parcel_key.json",".json","630","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113634\topics\parcel_ranking.json",".json","634","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_ambiguity.json",".json","636","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_candidate.json",".json","636","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\multi_parcel.json",".json","632","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\geometry_boundary.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\geometry_intersection.json",".json","641","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\parcel_display_policy.json",".json","641","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\parcel_key.json",".json","630","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\parcel_cards.json",".json","632","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\parcel_ambiguity.json",".json","636","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\parcel_candidate.json",".json","636","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\source_registry.json",".json","635","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_140859\topics\geometry_boundary.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\sales_parcel_join.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\parcel_ranking.json",".json","634","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\risk_register.json",".json","633","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\multi_parcel.json",".json","632","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\parcel_key.json",".json","630","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\parcel_ranking.json",".json","634","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\parcel_display_policy.json",".json","641","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\parcel_candidate.json",".json","636","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\parcel_cards.json",".json","632","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\geometry_boundary.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\geometry_intersection.json",".json","641","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\source_registry.json",".json","635","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\risk_register.json",".json","633","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\sales_parcel_join.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\manifest_scotland.json",".json","8532","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\britain_parcel_coverage_index.json",".json","177195","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\chatgpt_handoff_ready_to_sell_ai_20260518\READY_TO_SELL_AI_WEB_VERIFICATION_QUEUE.csv",".csv","791282","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\scotland_city_alias_qa.json",".json","5628","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_manifest.json",".json","1584","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_L4_HIGH_sample.geojson",".geojson","14269544","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_L2_MEDIUM_sample.geojson",".geojson","4784339","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\chatgpt_handoff_ready_to_sell_ai_20260518\READY_TO_SELL_3110_SOURCE_FILE_MAP.json",".json","2000","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\security_accuracy_expansion\schemas\parcel_security_evidence_schema.json",".json","1248","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\security_accuracy_expansion\evidence_templates\parcel_security_evidence_template.json",".json","498","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\READY_TO_SELL_AI_WEB_VERIFICATION_QUEUE.csv",".csv","791282","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\POSTGIS_PARCEL_CANDIDATE_COLUMNS.csv",".csv","9105","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\reports\region_geometry_v2\midlands.json",".json","2228","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\SPECIFIC_PARCEL_477_SOURCE_FIELDS_RAW.json",".json","515","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PUBLIC_PARCELS_METADATA.json",".json","2488","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_candidate_inventory_step36.json",".json","77059","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_air_quality_score_manifest_step36.json",".json","5816","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_air_quality_scores.geojson",".geojson","3773512","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_match_summary.json",".json","5984","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_rechecked_0_120m_spatial.geojson",".geojson","114290910","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_rechecked_0_120m.geojson",".geojson","101059092","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_nearest_lsoa_rescue.geojson",".geojson","101058916","","","","","","no","no","no"
"4","E:\AAYS_DATA\estate_agents\terrayield_parcel_master_candidates_ranked_012.csv",".csv","267323","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_summary.json",".json","2518","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_style.json",".json","873","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\london_parcel_topography_confidence\parcel_topography_sample_points.geojson",".geojson","19053793","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays\reliability_streetview\manifests\reliabilitySourceRegistry.json",".json","1622","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson",".geojson","5130023","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.points.geojson",".geojson","4119595","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_england_manifest.json",".json","871","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\READY_TO_SELL_3110_SOURCE_FILE_MAP.json",".json","2000","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\terrayield_parcel_master_candidates_ranked_012.csv",".csv","267323","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\terrayield-055-future-growth-source-registry-stub.audit.json",".json","6293063","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\real100_parcel_master_probe_deep.json",".json","136076","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty124-parcel-table-discovery.audit.json",".json","566","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty127-parcel-discovery-user-env-fixed.audit.json",".json","1577","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty125-parcel-table-discovery-retry.result.json",".json","584","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty124-parcel-table-discovery.result.json",".json","566","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\parcel_match_review_queue_2026-05-14_17-31-58.json",".json","30141","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate013_parcel_candidate_schema_scan.csv",".csv","28654","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\contractor-004-parcel-group-coverage-scoring-20260520.result.json",".json","414","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\aays-112-parcel-elevation-evidence-export-20260519.result.json",".json","9324","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate014_parcel_master_shortlist.csv",".csv","29275","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\parcel-label-047-recovery-20260522-r4.result.json",".json","219","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate018_parcel_schema_confirmed.csv",".csv","5542","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate015_strict_parcel_master_shortlist.csv",".csv","8645","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\pmtiles_regions_england_generated.json",".json","8812","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\security_accuracy_expansion\schemas\parcel_security_evidence_schema.json",".json","1248","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\security_accuracy_expansion\evidence_templates\parcel_security_evidence_template.json",".json","498","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\pmtiles_regions_england_generated_v2.json",".json","12495","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\pmtiles_regions_scotland_generated_v1.json",".json","463","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\pmtiles_regions_full_scotland.json",".json","680","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\pmtiles_regions_full_england.json",".json","3303","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\docs\chatgpt_status\status_signals\3_2_parcel_label_thinking_stop_fix_20260521_0355.json",".json","585","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty130-parcel-discovery-load-env-local-direct.result.json",".json","614","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty128-parcel-discovery-load-env-local.audit.json",".json","63140","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty127-parcel-discovery-user-env-fixed.result.json",".json","593","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty147-england-planned-structures-long-harvest.result.json",".json","1047","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\docs\chatgpt_status\status_signals\3_2_parcel_label_performance_protocol_20260521_0415.json",".json","626","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\docs\chatgpt_status\status_signals\3_2_parcel_label_continue_20260521_0405.json",".json","623","","","","","","no","no","no"
"4","C:\AAYS_GITHUB_BRIDGE_CLEAN2\docs\chatgpt_status\page_1_3_ready_to_sell.json",".json","337","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\meta\britain_parcel_coverage_index.json",".json","177195","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_L2_MEDIUM_sample.geojson",".geojson","4784339","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_uplift_no_downgrade.geojson",".geojson","82757992","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\remaining_low_current_review.geojson",".geojson","360041","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_L4_HIGH_sample.geojson",".geojson","14269544","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_style.json",".json","873","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_summary.json",".json","2518","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_manifest.json",".json","1584","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\public\aays\london_parcel_topography_confidence\parcel_topography_sample_points.geojson",".geojson","19053793","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\south_east-points.geojson",".geojson","19295655","","","","","","no","no","no"
"4","E:\AAYS_DATA\estate_agents\estate014_parcel_master_shortlist.csv",".csv","29275","","","","","","no","no","no"
"4","E:\AAYS_DATA\estate_agents\estate015_strict_parcel_master_shortlist.csv",".csv","8645","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\south_east-lines.geojson",".geojson","17364429","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist\data\meta\britain_parcel_coverage_index.json",".json","177195","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_rechecked_0_120m.geojson",".geojson","101059092","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_rechecked_0_120m_spatial.geojson",".geojson","101165757","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_match_summary.json",".json","5984","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\parcel_security_scores_nearest_lsoa_rescue.geojson",".geojson","101058916","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\parcel_display_policy.json",".json","641","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\parcel_cards.json",".json","632","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\parcel_ranking.json",".json","634","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\parcel_key.json",".json","630","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\parcel_candidate.json",".json","636","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\geometry_intersection.json",".json","641","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\geometry_boundary.json",".json","637","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\parcel_ambiguity.json",".json","636","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\multi_parcel.json",".json","632","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\schemas\parcel_security_evidence_schema.json",".json","1248","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\052_super_mega_continue_safe_20260505_044248\jobs\geometry_boundary_plan.json",".json","1013","","","","","","no","no","no"
"4","E:\AAYS_DATA\estate_agents\estate013_parcel_candidate_schema_scan.csv",".csv","28654","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\evidence_templates\parcel_security_evidence_template.json",".json","498","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\052_super_mega_continue_safe_20260505_044248\jobs\geo_file_inventory.json",".json","1005","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\052_super_mega_continue_safe_20260505_044248\jobs\risk_register.json",".json","995","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\052_super_mega_continue_safe_20260505_044248\jobs\source_registry_plan.json",".json","1009","","","","","","no","no","no"
