"root","full_name","extension","size_bytes","last_write_time_utc"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty-pdi-020-oneshot-v2-selftest.audit.json",".json","719","2026-05-11T10:02:45.4821708Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty-pdi-020-oneshot-v2-selftest.result.json",".json","514","2026-05-11T10:02:45.4821708Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty101.result.json",".json","497","2026-05-12T14:52:39.7074876Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty102.result.json",".json","497","2026-05-12T15:02:17.8772159Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty103.result.json",".json","497","2026-05-12T20:17:47.9610978Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty104.result.json",".json","497","2026-05-12T20:17:47.9610978Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty106-sync-contractors-to-legal.audit.json",".json","4485","2026-05-12T20:17:47.9631105Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty107-rebuild-legal-processed-from-exports.audit.json",".json","2919","2026-05-12T20:17:47.9631105Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty108.result.json",".json","497","2026-05-12T20:17:47.9651240Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty109-provenance-gate-and-final-preflight.audit.json",".json","7337","2026-05-12T21:45:26.1969429Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty109.result.json",".json","497","2026-05-12T20:26:00.2908989Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty111.result.json",".json","497","2026-05-12T21:45:26.2022741Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty112.result.json",".json","497","2026-05-12T22:17:41.2159822Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty113.result.json",".json","497","2026-05-12T22:34:00.4396544Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty117-local-final-status.audit.json",".json","1341","2026-05-12T23:13:59.2258149Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty90.result.json",".json","494","2026-05-12T10:50:53.8141531Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty91.result.json",".json","494","2026-05-12T11:00:24.6605980Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty92.result.json",".json","494","2026-05-12T12:07:21.3374310Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty93.result.json",".json","494","2026-05-12T12:07:21.3390581Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty94-contractors-try-commands.audit.json",".json","23818","2026-05-12T20:17:47.9651240Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty94.result.json",".json","494","2026-05-12T12:07:21.3413020Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty95.result.json",".json","494","2026-05-12T12:07:21.3435801Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty96.result.json",".json","494","2026-05-12T12:18:45.9466456Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty97.result.json",".json","494","2026-05-12T12:25:32.6487999Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-results\ty98.result.json",".json","494","2026-05-12T13:23:54.5244133Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-tasks\aays1-current-task.json",".json","79","2026-05-12T22:33:33.7643840Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-tasks\current-task.json",".json","733","2026-05-12T22:23:33.5685153Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-tasks\parallel\terrayield-060A-backend.json",".json","260","2026-05-11T01:01:55.3922035Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-tasks\parallel\terrayield-060B-frontend.json",".json","176","2026-05-11T01:01:55.3922035Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\ai-tasks\parallel\terrayield-060C-ops.json",".json","178","2026-05-11T01:01:55.3932152Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\automation\config.example.json",".json","1366","2026-05-11T01:01:55.3963824Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\terrayield_land_intelligence\FG_STAGE1_SOURCE_REGISTRY.csv",".csv","3714","2026-05-11T15:57:06.6810047Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\terrayield_land_intelligence\FG_STAGE7_TEST_RELEASE_MATRIX.csv",".csv","8140","2026-05-11T15:57:06.6970046Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\MANIFEST.json",".json","19407","2026-05-12T18:32:35.1127451Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\ai-results\cost50-013-artifact-manifest-audit-20260512.manifest.json",".json","3206","2026-05-12T10:50:59.3734944Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\ai-results\cost50-015-handoff-closure-audit-20260512.result.json",".json","1365","2026-05-12T12:07:21.3250812Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\ai-results\cost50-017-dependency-smoke-audit-20260512.result.json",".json","730","2026-05-12T12:07:21.3327189Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\curated_contractor_parcel_match.csv",".csv","5688","2026-05-12T14:19:57.4646964Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\curated_contractor_project_snapshot.csv",".csv","405940","2026-05-12T18:20:43.8180033Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\curated_contractor_score_snapshot.csv",".csv","63729","2026-05-12T18:20:43.6016402Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\curated_contractor_score_snapshot.jsonl",".jsonl","276222","2026-05-12T18:20:43.6659797Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\curated_data_quality_report.csv",".csv","67997","2026-05-12T18:20:46.2813256Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\curated_normalization_manifest.json",".json","243","2026-05-12T18:20:46.3643329Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\curated_provenance_evidence.csv",".csv","2551744","2026-05-12T18:20:45.6423542Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\exports_contractors_for_app.csv",".csv","63729","2026-05-12T18:20:50.4602314Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\exports_contractors_for_app.jsonl",".jsonl","280330","2026-05-12T18:20:52.1125684Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\exports_contractor_parcel_matches_for_app.csv",".csv","5688","2026-05-12T18:20:52.4294204Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\exports_contractor_projects_for_app.csv",".csv","405940","2026-05-12T18:20:52.2795895Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\exports_export_manifest.json",".json","872","2026-05-12T18:20:52.4576108Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\status_blocked_by_db_connection_parcel_match.json",".json","678","2026-05-12T08:58:09.3376674Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\status_blocked_by_missing_credential_companies_house_public_data_api.json",".json","308","2026-05-12T01:20:18.9760898Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213205\evidence\contractor-exports\status_blocked_by_missing_ons_lookup_input_ons_lookup_products.json",".json","339","2026-05-12T18:20:21.9222482Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\MANIFEST.json",".json","19407","2026-05-12T18:32:47.4964425Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\ai-results\cost50-013-artifact-manifest-audit-20260512.manifest.json",".json","3206","2026-05-12T10:50:59.3734944Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\ai-results\cost50-015-handoff-closure-audit-20260512.result.json",".json","1365","2026-05-12T12:07:21.3250812Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\ai-results\cost50-017-dependency-smoke-audit-20260512.result.json",".json","730","2026-05-12T12:07:21.3327189Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\curated_contractor_parcel_match.csv",".csv","5688","2026-05-12T14:19:57.4646964Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\curated_contractor_project_snapshot.csv",".csv","405940","2026-05-12T18:20:43.8180033Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\curated_contractor_score_snapshot.csv",".csv","63729","2026-05-12T18:20:43.6016402Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\curated_contractor_score_snapshot.jsonl",".jsonl","276222","2026-05-12T18:20:43.6659797Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\curated_data_quality_report.csv",".csv","67997","2026-05-12T18:20:46.2813256Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\curated_normalization_manifest.json",".json","243","2026-05-12T18:20:46.3643329Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\curated_provenance_evidence.csv",".csv","2551744","2026-05-12T18:20:45.6423542Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\exports_contractors_for_app.csv",".csv","63729","2026-05-12T18:20:50.4602314Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\exports_contractors_for_app.jsonl",".jsonl","280330","2026-05-12T18:20:52.1125684Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\exports_contractor_parcel_matches_for_app.csv",".csv","5688","2026-05-12T18:20:52.4294204Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\exports_contractor_projects_for_app.csv",".csv","405940","2026-05-12T18:20:52.2795895Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\exports_export_manifest.json",".json","872","2026-05-12T18:20:52.4576108Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\status_blocked_by_db_connection_parcel_match.json",".json","678","2026-05-12T08:58:09.3376674Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\status_blocked_by_missing_credential_companies_house_public_data_api.json",".json","308","2026-05-12T01:20:18.9760898Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_213226\evidence\contractor-exports\status_blocked_by_missing_ons_lookup_input_ons_lookup_products.json",".json","339","2026-05-12T18:20:21.9222482Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\MANIFEST.json",".json","19404","2026-05-12T19:12:31.9033244Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\ai-results\cost50-013-artifact-manifest-audit-20260512.manifest.json",".json","3206","2026-05-12T10:50:59.3734944Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\ai-results\cost50-015-handoff-closure-audit-20260512.result.json",".json","1365","2026-05-12T12:07:21.3250812Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\ai-results\cost50-017-dependency-smoke-audit-20260512.result.json",".json","730","2026-05-12T12:07:21.3327189Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\curated_contractor_parcel_match.csv",".csv","5688","2026-05-12T19:10:27.8656267Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\curated_contractor_project_snapshot.csv",".csv","405940","2026-05-12T18:20:43.8180033Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\curated_contractor_score_snapshot.csv",".csv","63729","2026-05-12T18:20:43.6016402Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\curated_contractor_score_snapshot.jsonl",".jsonl","276222","2026-05-12T18:20:43.6659797Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\curated_data_quality_report.csv",".csv","67997","2026-05-12T18:20:46.2813256Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\curated_normalization_manifest.json",".json","243","2026-05-12T18:20:46.3643329Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\curated_provenance_evidence.csv",".csv","2551744","2026-05-12T18:20:45.6423542Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\exports_contractors_for_app.csv",".csv","63729","2026-05-12T19:12:00.7880485Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\exports_contractors_for_app.jsonl",".jsonl","280330","2026-05-12T19:12:02.6274381Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\exports_contractor_parcel_matches_for_app.csv",".csv","5688","2026-05-12T19:12:03.4254501Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\exports_contractor_projects_for_app.csv",".csv","405940","2026-05-12T19:12:02.9519852Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\exports_export_manifest.json",".json","872","2026-05-12T19:12:03.6545331Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\status_blocked_by_db_connection_parcel_match.json",".json","678","2026-05-12T18:53:44.0795423Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\status_blocked_by_missing_credential_companies_house_public_data_api.json",".json","308","2026-05-12T01:20:18.9760898Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_221218\evidence\contractor-exports\status_blocked_by_missing_ons_lookup_input_ons_lookup_products.json",".json","339","2026-05-12T18:20:21.9222482Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\MANIFEST.json",".json","19404","2026-05-12T19:59:46.5851939Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\ai-results\cost50-013-artifact-manifest-audit-20260512.manifest.json",".json","3206","2026-05-12T10:50:59.3734944Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\ai-results\cost50-015-handoff-closure-audit-20260512.result.json",".json","1365","2026-05-12T12:07:21.3250812Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\ai-results\cost50-017-dependency-smoke-audit-20260512.result.json",".json","730","2026-05-12T12:07:21.3327189Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\curated_contractor_parcel_match.csv",".csv","5688","2026-05-12T19:10:27.8656267Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\curated_contractor_project_snapshot.csv",".csv","405940","2026-05-12T18:20:43.8180033Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\curated_contractor_score_snapshot.csv",".csv","63729","2026-05-12T18:20:43.6016402Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\curated_contractor_score_snapshot.jsonl",".jsonl","276222","2026-05-12T18:20:43.6659797Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\curated_data_quality_report.csv",".csv","67997","2026-05-12T18:20:46.2813256Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\curated_normalization_manifest.json",".json","243","2026-05-12T18:20:46.3643329Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\curated_provenance_evidence.csv",".csv","2551744","2026-05-12T18:20:45.6423542Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\exports_contractors_for_app.csv",".csv","63729","2026-05-12T19:12:00.7880485Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\exports_contractors_for_app.jsonl",".jsonl","280330","2026-05-12T19:12:02.6274381Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\exports_contractor_parcel_matches_for_app.csv",".csv","5688","2026-05-12T19:12:03.4254501Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\exports_contractor_projects_for_app.csv",".csv","405940","2026-05-12T19:12:02.9519852Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\exports_export_manifest.json",".json","872","2026-05-12T19:12:03.6545331Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\status_blocked_by_db_connection_parcel_match.json",".json","678","2026-05-12T18:53:44.0795423Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\status_blocked_by_missing_credential_companies_house_public_data_api.json",".json","308","2026-05-12T01:20:18.9760898Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_225929\evidence\contractor-exports\status_blocked_by_missing_ons_lookup_input_ons_lookup_products.json",".json","339","2026-05-12T18:20:21.9222482Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_230106\MANIFEST.json",".json","19404","2026-05-12T20:01:17.4747037Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_230106\evidence\ai-results\cost50-013-artifact-manifest-audit-20260512.manifest.json",".json","3206","2026-05-12T10:50:59.3734944Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_230106\evidence\ai-results\cost50-015-handoff-closure-audit-20260512.result.json",".json","1365","2026-05-12T12:07:21.3250812Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_230106\evidence\ai-results\cost50-017-dependency-smoke-audit-20260512.result.json",".json","730","2026-05-12T12:07:21.3327189Z"
"C:\AAYS_GITHUB_BRIDGE_CLEAN","C:\AAYS_GITHUB_BRIDGE_CLEAN\_codex_handoff_stage_20260512_20260512_230106\evidence\contractor-exports\curated_contractor_parcel_match.csv",".csv","5688","2026-05-12T19:10:27.8656267Z"
