"full_name","extension","size_bytes","hits","last_write_time_utc"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__087_supabase_admin_targeted_fix_5worker_safe__20260506_224532\slots\terrayield__087__slot_3_supabase_admin.md",".md","4271","parcel_ref|inspire_id","2026-05-06T19:45:40.8996694Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__087_supabase_admin_targeted_fix_5worker_safe__20260506_224532\slots\terrayield__087__slot_4_admin_bundle.md",".md","4332","parcel_ref|inspire_id","2026-05-06T19:45:48.5710813Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__088_clean_final_validation_5worker_safe__20260506_230803\slots\terrayield__088__slot_2_admin_supabase.md",".md","4330","parcel_ref|inspire_id","2026-05-06T20:08:12.3805399Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__089_final_acceptance_evidence_5worker_safe__20260506_231931\slots\terrayield__089__slot_1_admin_supabase_acceptance.md",".md","4355","parcel_ref|inspire_id","2026-05-06T20:19:41.5932671Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__089_final_acceptance_evidence_5worker_safe__20260506_231931\slots\terrayield__089__slot_2_full_collect_acceptance.md",".md","9812","parcel_ref","2026-05-06T20:19:44.3079924Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__090_final_marker_closeout_5worker_safe__20260506_232406\slots\terrayield__090__slot_1_admin_supabase_target.md",".md","4371","parcel_ref|inspire_id","2026-05-06T20:24:15.9385043Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__090_final_marker_closeout_5worker_safe__20260506_232406\slots\terrayield__090__slot_2_collect_target.md",".md","9818","parcel_ref","2026-05-06T20:24:18.8278348Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__091_attention_slot_isolation_5worker_safe__20260506_234430\slots\terrayield__091__slot_1_admin_supabase_verbose.md",".md","5984","parcel_ref|inspire_id","2026-05-06T20:44:46.0227700Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__091_attention_slot_isolation_5worker_safe__20260506_234430\slots\terrayield__091__slot_2_collect_verbose.md",".md","9898","parcel_ref","2026-05-06T20:44:50.7648165Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__091_attention_slot_isolation_5worker_safe__20260506_234430\slots\terrayield__091__slot_3_supabase_single.md",".md","5372","parcel_ref|inspire_id","2026-05-06T20:44:41.6875367Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__091_attention_slot_isolation_5worker_safe__20260506_234430\slots\terrayield__091__slot_5_recent_attention_scan.md",".md","8854","parcel_ref","2026-05-06T20:44:37.0253710Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__092_exitcode_final_smoke_5worker_safe__20260506_235819\slots\terrayield__092__slot_2_admin_supabase_smoke.md",".md","4340","parcel_ref|inspire_id","2026-05-06T20:58:29.4078304Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__092_exitcode_final_smoke_5worker_safe__20260506_235819\slots\terrayield__092__slot_5_collect_smoke.md",".md","9787","parcel_ref","2026-05-06T20:58:33.3012637Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__093_failed_slot_split_5worker_safe__20260507_001412\slots\terrayield__093__slot_1_inspect_092.md",".md","8173","parcel_ref","2026-05-06T21:14:14.6465594Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__093_failed_slot_split_5worker_safe__20260507_001412\slots\terrayield__093__slot_3_supabase_admin_only.md",".md","4271","parcel_ref|inspire_id","2026-05-06T21:14:25.3453187Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__093_failed_slot_split_5worker_safe__20260507_001412\slots\terrayield__093__slot_5_final_collect_compile.md",".md","10345","parcel_ref","2026-05-06T21:14:33.1701798Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__094_own_result_final_split_5worker_safe__20260507_002812\slots\terrayield__094__slot_2_supabase_admin.md",".md","4269","parcel_ref|inspire_id","2026-05-06T21:28:25.7535172Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__094_own_result_final_split_5worker_safe__20260507_002812\slots\terrayield__094__slot_4_compile_collect.md",".md","10341","parcel_ref","2026-05-06T21:28:35.1048921Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__094_own_result_final_split_5worker_safe__20260507_002812\slots\terrayield__094__slot_5_combined_acceptance.md",".md","4344","parcel_ref|inspire_id","2026-05-06T21:28:27.9149187Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__096_supabase_exact_failure_capture_5worker_safe__20260507_004454\slots\terrayield__096__slot_1_supabase_admin_vv.md",".md","2987","parcel_ref","2026-05-06T21:45:02.7633877Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__096_supabase_exact_failure_capture_5worker_safe__20260507_004454\slots\terrayield__096__slot_3_combined_pair_vv.md",".md","3316","parcel_ref","2026-05-06T21:45:03.0087104Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__096_supabase_exact_failure_capture_5worker_safe__20260507_004454\slots\terrayield__096__slot_5_compile_collect_control.md",".md","10335","parcel_ref","2026-05-06T21:45:11.0587745Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__097_supabase_assertion_extract_5worker_safe__20260507_005945\slots\terrayield__097__slot_1_extract_failed_slots.md",".md","14321","parcel_ref","2026-05-06T21:59:47.2641139Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__097_supabase_assertion_extract_5worker_safe__20260507_005945\slots\terrayield__097__slot_2_test_file_focus.md",".md","6388","parcel_ref","2026-05-06T21:59:47.1912597Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__097_supabase_assertion_extract_5worker_safe__20260507_005945\slots\terrayield__097__slot_3_service_function_focus.md",".md","15151","parcel_ref|inspire_id","2026-05-06T21:59:47.3400268Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__099_supabase_final_failure_visible_5worker_safe__20260507_012619\slots\terrayield__099__slot_2_admin_service_short.md",".md","1891","parcel_ref","2026-05-06T22:26:29.5107711Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__099_supabase_final_failure_visible_5worker_safe__20260507_012619\slots\terrayield__099__slot_3_admin_combo_short.md",".md","1953","parcel_ref","2026-05-06T22:26:32.0021946Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__099_supabase_final_failure_visible_5worker_safe__20260507_012619\slots\terrayield__099__slot_5_compile_collect.md",".md","10327","parcel_ref","2026-05-06T22:26:35.4260120Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__100_supabase_failure_stdout_5worker_safe__20260507_013625\slots\terrayield__100__slot_2_admin_short.md",".md","1759","parcel_ref","2026-05-06T22:36:31.3485685Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__100_supabase_failure_stdout_5worker_safe__20260507_013625\slots\terrayield__100__slot_3_combo_short.md",".md","1823","parcel_ref","2026-05-06T22:36:33.5216982Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__100_supabase_failure_stdout_5worker_safe__20260507_013625\slots\terrayield__100__slot_5_compile_collect.md",".md","10202","parcel_ref","2026-05-06T22:36:37.6051898Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__100_supabase_failure_stdout_5worker_safe__20260507_013625\terrayield__100_summary.md",".md","14532","parcel_ref","2026-05-06T22:36:37.9471490Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__101_supabase_service_probe_5worker_safe__20260507_014618\slots\terrayield__101_probe__slot_1_service_defs.md",".md","14313","parcel_ref|inspire_id","2026-05-06T22:46:20.3596531Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__101_supabase_service_probe_5worker_safe__20260507_014618\slots\terrayield__101_probe__slot_2_test_asserts.md",".md","5116","source_name|parcel_ref|inspire_id","2026-05-06T22:46:20.3576543Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__101_supabase_service_probe_5worker_safe__20260507_014618\slots\terrayield__101_probe__slot_3_admin_test.md",".md","4067","parcel_ref|inspire_id","2026-05-06T22:46:23.8549247Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__102_supabase_attr_object_patch_5worker_safe__20260507_015918\slots\terrayield__102__slot_1_supabase_admin.md",".md","3129","parcel_ref|inspire_id","2026-05-06T22:59:24.4795404Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__102_supabase_attr_object_patch_5worker_safe__20260507_015918\slots\terrayield__102__slot_2_admin_combo.md",".md","3190","parcel_ref|inspire_id","2026-05-06T22:59:31.1048459Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__102_supabase_attr_object_patch_5worker_safe__20260507_015918\slots\terrayield__102__slot_4_compile_collect.md",".md","10352","parcel_ref","2026-05-06T22:59:35.1035372Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__103_post_attr_failure_stdout_5worker_safe__20260507_021404\slots\terrayield__103__slot_2_admin_service_all_short.md",".md","1403","parcel_ref|inspire_id","2026-05-06T23:14:11.7105921Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__103_post_attr_failure_stdout_5worker_safe__20260507_021404\slots\terrayield__103__slot_3_admin_combo_short.md",".md","1462","parcel_ref|inspire_id","2026-05-06T23:14:20.5349667Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__103_post_attr_failure_stdout_5worker_safe__20260507_021404\slots\terrayield__103__slot_5_service_tail.md",".md","11405","parcel_ref","2026-05-06T23:14:07.7058209Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__103_post_attr_failure_stdout_5worker_safe__20260507_021404\terrayield__103_summary.md",".md","15016","parcel_ref|inspire_id","2026-05-06T23:14:21.2562676Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_safe_sales\evidence_chain_draft_044.md",".md","719","source_url|source_name","2026-05-12T08:13:21.3118665Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_safe_sales\source_registry_seed.json",".json","1714","source_name|inspire_id","2026-05-04T00:13:08.1375812Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_safe_sales\verification_policy_026.json",".json","1519","source_url|source_name","2026-05-04T00:21:34.7661261Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\openapi.json",".json","74393","source_url|source_name|parcel_ref|inspire_id","2026-05-02T13:47:46.2092562Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_wide_recovery\wide_20260502_160636\openapi.json",".json","74393","source_url|source_name|parcel_ref|inspire_id","2026-05-02T13:21:02.5294724Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.tmp_loader_tests\approved_sources.json",".json","351","source_url|source_name","2026-05-13T12:36:30.1589724Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py",".py","10820","source_name","2026-05-11T13:16:39.9281547Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py",".py","124451","source_name","2026-05-11T13:16:40.0173378Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py",".py","15256","source_url","2026-05-11T13:16:40.3386571Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.venv\Lib\site-packages\urllib3\util\url.py",".py","15205","source_url","2026-05-11T13:23:58.4472181Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0002_parcel_ref_and_canonical_inspire_id.py",".py","2588","parcel_ref|inspire_id","2026-03-30T19:30:02.0718564Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0003_listing_truth_and_government_property_finder.py",".py","8881","source_url|source_name|source_record_id|parcel_ref","2026-04-11T23:19:16.7440487Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0004_facilities_context_and_scenario_scoring.py",".py","14729","source_url|source_name|source_record_id|parcel_ref","2026-04-14T22:01:45.6016723Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0005_facility_resolved_features.py",".py","4913","source_url|source_name|source_record_id","2026-04-15T16:08:29.8527285Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0006_managed_land_listings.py",".py","3817","source_url|source_name|parcel_ref|inspire_id","2026-05-05T12:53:15.7364031Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0007_future_growth_layer.py",".py","13433","source_url|source_name","2026-05-10T19:46:22.0438009Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0007_planned_assets_intelligence.py",".py","19079","source_url|source_name","2026-05-10T19:39:54.5755075Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\alembic\versions\0008_cost_engine_postgres.py",".py","16359","source_url|source_name","2026-05-11T14:51:18.5649761Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\api\routes\aays_sales_history_layers.py",".py","21908","public.parcels|parcel_ref|inspire_id","2026-05-13T15:21:29.3864993Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\api\routes\aays_sales_layers.py",".py","7333","parcel_ref|inspire_id","2026-05-02T16:16:23.1215526Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\api\routes\contractor.py",".py","14015","source_url","2026-05-14T17:24:46.7408446Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\api\routes\facilities.py",".py","1675","source_name","2026-04-16T15:30:22.2177229Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\api\routes\listings.py",".py","2783","parcel_ref","2026-05-05T12:43:31.4491433Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\api\routes\map_layers.py",".py","10750","parcel_ref|inspire_id","2026-04-30T16:22:56.4257464Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\api\routes\parcels.py",".py","4460","parcel_ref|inspire_id","2026-04-30T15:18:05.5548936Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\db\models.py",".py","66723","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-05-11T14:50:03.6252241Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\apply_repo_manual_match_overrides.py",".py","3584","parcel_ref|inspire_id","2026-04-18T12:57:02.0279364Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\authority_checkpoint.py",".py","10008","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-04-04T23:58:15.1309310Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\backfill_listing_truth.py",".py","3789","source_url|source_name","2026-04-13T00:23:15.7841071Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\build_authority_subset_manifest.py",".py","6134","inspire_id","2026-04-21T07:27:30.9489507Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\build_local_brownfield_manifest_candidates.py",".py","4360","source_url|source_record_id","2026-03-30T09:21:20.2478798Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\build_market_integration_package.py",".py","17248","parcel_ref|inspire_id","2026-04-26T08:55:33.8081677Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\build_market_polygon_provenance.py",".py","13415","parcel_ref|inspire_id","2026-04-26T08:49:38.6884706Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\cli.py",".py","1843","source_name","2026-04-16T15:30:57.4587168Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_all_sales_candidate_geometry_builder.py",".py","20703","source_url|source_record_id","2026-04-29T15:34:34.0000000Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_deep_sales_source_confidence_booster.py",".py","13278","source_url","2026-04-29T22:36:01.6867889Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_region_partitions.py",".py","3509","inspire_id","2026-04-28T15:20:38.4320531Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_sales_source_discovery_and_geometry.py",".py","23434","source_url|source_record_id","2026-04-29T18:51:41.6134197Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\enrich_public_listing_addresses.py",".py","8343","parcel_ref|inspire_id","2026-04-21T00:12:20.3078441Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\estimated_candidate_geometry_builder.py",".py","11957","source_url","2026-04-29T15:07:26.0000000Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\export_market_listing_parcel_package.py",".py","17876","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-04-22T22:24:26.7313922Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\final_3110_fail_closed_l4_pipeline.py",".py","33760","source_url","2026-05-07T01:37:08.1568756Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\find_deep_apply_db_matches.py",".py","5839","source_url","2026-04-30T11:38:58.5388153Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\full_autonomous_polygon_classifier.py",".py","13128","source_url","2026-04-29T17:48:40.2094329Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\import_final_sale_geometry_confidence_table.py",".py","12522","source_url","2026-04-30T11:56:06.2330699Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\load_external_market_sales_evidence.py",".py","10845","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-04-30T11:49:56.0820535Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_autonomous_polygon_finalize.py",".py","14038","source_url","2026-04-29T17:02:53.3627532Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_deep_sales_source_confidence_booster.py",".py","17923","source_url","2026-04-29T19:24:11.1583923Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_market_polygon_verification_batch.py",".py","22532","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-04-29T07:10:08.0000000Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_planning_ref_docs_review.py",".py","34954","source_url","2026-04-29T15:07:00.6495318Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_polygon_accuracy_diagnostic.py",".py","15275","parcel_ref|inspire_id","2026-04-29T11:37:08.9502027Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_polygon_candidate_generator.py",".py","33068","source_url|parcel_ref|inspire_id","2026-04-29T11:09:02.6743182Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_polygon_srid_postcode_diagnostic.py",".py","18565","parcel_ref|inspire_id","2026-04-29T11:47:01.1715006Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_public_polygon_source_batch.py",".py","30853","source_url","2026-04-29T13:41:39.6541761Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_real_site_polygon_verifier.py",".py","27953","source_url|parcel_ref|inspire_id","2026-04-29T10:17:54.3501823Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\london_site_derived_polygon_miner.py",".py","29087","source_url|parcel_ref|inspire_id","2026-04-29T10:47:25.5092415Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\manifests.py",".py","8157","source_url|source_record_id","2026-03-30T10:19:59.9525343Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\match\parcel_matcher.py",".py","50899","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-05-14T21:40:02.1847383Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\match_external_market_polygons_to_parcels.py",".py","16598","source_url|source_name|parcel_ref|inspire_id","2026-04-30T12:24:59.1015782Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\orchestrator.py",".py","22978","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-05-01T21:45:32.8592435Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\planning_ref_exact_doc_download.py",".py","35071","source_url","2026-04-29T16:12:00.4994652Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\prepare_repo_manual_match_batch.py",".py","7499","parcel_ref|inspire_id","2026-04-18T17:02:42.2622430Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\prepare_repo_market_feed.py",".py","3416","parcel_ref|inspire_id","2026-04-17T17:21:13.3745920Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\prepare_repo_review_needed_candidates.py",".py","6678","parcel_ref|inspire_id","2026-04-19T07:32:43.5136350Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\prioritize_homes_england_authorities.py",".py","3506","source_name|source_record_id","2026-04-02T18:36:08.9751516Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\publish\parcel_signal_summary.py",".py","22886","source_url|source_name|source_record_id","2026-04-26T10:15:17.2372820Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\rebuild_parcel_use_cache.py",".py","13459","parcel_ref","2026-04-28T16:50:44.2665786Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\rebuild_parcel_use_targeted_signal_scope.py",".py","14542","parcel_ref","2026-04-28T16:50:44.4379327Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\run_hmlr_inspire_low_disk.py",".py","15221","source_url|source_name|inspire_id","2026-05-01T21:46:08.2288992Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\run_local_brownfield_low_disk.py",".py","11890","source_url|source_name","2026-03-30T13:01:03.8562384Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\run_planning_brownfield_low_disk.py",".py","13280","source_url|source_name","2026-03-30T13:00:43.4960129Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\safe_public_site_geometry_probe.py",".py","20778","source_url","2026-04-29T13:58:32.0000000Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sold_buildings_handoff.py",".py","55633","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-04-26T08:55:02.2692268Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\base.py",".py","3073","source_url|source_name","2026-03-30T01:56:16.2887941Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\facilities\base.py",".py","19554","source_url|source_name|source_record_id","2026-04-16T15:32:57.8844067Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\government_property_finder.py",".py","5851","source_url|source_name|source_record_id","2026-04-11T23:07:00.8458287Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\hmlr_inspire.py",".py","12899","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-04-10T11:23:50.4492129Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\hmlr_price_paid.py",".py","6236","source_url|source_name|source_record_id","2026-03-30T08:16:57.1790286Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\homes_england_landhub.py",".py","8205","source_url|source_name|source_record_id","2026-04-01T19:26:34.5079941Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\local_authority_brownfield.py",".py","7174","source_url|source_name|source_record_id","2026-03-30T09:18:52.9610999Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\manual_listing_exports.py",".py","3344","source_url","2026-04-11T23:05:54.7661090Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\market\base.py",".py","311","source_name","2026-03-29T23:51:10.2708421Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\market\vendor_feed.py",".py","8450","source_url|source_name|source_record_id|parcel_ref|inspire_id","2026-04-24T09:01:32.6311589Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\planned\adapters.py",".py","1712","source_name","2026-05-10T19:43:48.1678761Z"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sources\planned\generic_official_pdf.py",".py","5640","source_url|source_name|source_record_id","2026-05-10T19:43:26.1827471Z"
