review_status,listing_id,provider_listing_id,title,ask_price_raw,price_gbp_numeric,site_area_m2,postcode,local_authority,address_text,latitude,longitude,matched_parcel_ref,matched_inspire_id,current_geometry_accuracy,current_geometry_accuracy_label,current_geometry_class,current_geometry_source,current_geometry_source_file,current_geometry_reason,listing_url,candidate_bbox_w_s_e_n,candidate_centroid_lon,candidate_centroid_lat,candidate_vertex_count,candidate_geometry_type,candidate_geometry_geojson,required_evidence_before_upgrade,upgrade_allowed_to,ai_review_instruction
needs_source_geometry_review,OTM-17123714,17123714,Land for sale,225000,225000,219.0,TQ9 5NE,South Hams,"Lutterburn Street, Ugborough, Ivybridge",50.387916,-3.861108,54104282,england:teignbridge-district-council:54104282,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17123714/,"-3.861220,50.387848,-3.860996,50.387984",-3.861108,50.387916,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-3.861212250888265,50.387849531042995],[-3.8610037491117355,50.387849531042995],[-3.8610037491117355,50.387982468957],[-3.861212250888265,50.387982468957],[-3.861212250888265,50.387849531042995]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17130557,17130557,Land for sale,250000,250000,84309.508,EX37,Torridge,"Silverweir, High Bickington, Umberleigh, EX37",50.971724,-3.964679,15694230,england:mid-devon-district-council:15694230,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17130557/,"-3.966933,50.970327,-3.962425,50.973121",-3.964679,50.971724,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-3.9667500889002922,50.97041982735997],[-3.9626079110997074,50.97041982735997],[-3.9626079110997074,50.973028172640035],[-3.9667500889002922,50.973028172640035],[-3.9667500889002922,50.97041982735997]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17139276,17139276,Land for sale,70000,70000,22014.899,CA16,Westmorland and Furness,Bleatarn CA16,54.531848,-2.428279,52483017,england:durham-county-council:52483017,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17139276/,"-2.429455,54.531138,-2.427103,54.532558",-2.428279,54.531848,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-2.429427523149755,54.531181569054255],[-2.4271304768502446,54.531181569054255],[-2.4271304768502446,54.53251443094574],[-2.429427523149755,54.53251443094574],[-2.429427523149755,54.531181569054255]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17145425,17145425,Land for sale,100000,100000,24969.104,A30,West Devon,"South Zeal, Okehampton",50.712894,-3.906534,15707869,england:mid-devon-district-council:15707869,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17145425/,"-3.907754,50.712134,-3.905314,50.713654",-3.906534,50.712894,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-3.9076548636312425,50.71218426162831],[-3.905413136368758,50.71218426162831],[-3.905413136368758,50.71360373837169],[-3.9076548636312425,50.71360373837169],[-3.9076548636312425,50.71218426162831]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17147124,17147124,Land for sale,100000,100000,919.646,SK22,High Peak,"High Street, New Mills, SK22",53.36875,-1.999991,53432326,england:barnsley-metropolitan-borough-council:53432326,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17147124/,"-2.000237,53.368608,-1.999745,53.368892",-1.999991,53.36875,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-2.0002192855174035,53.36861379055703],[-1.999762714482597,53.36861379055703],[-1.999762714482597,53.36888620944297],[-2.0002192855174035,53.36888620944297],[-2.0002192855174035,53.36861379055703]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17158438,17158438,Plot for sale,1900000,1900000,14366.34,CB2 9LD,Cambridge,"Abbotsley Golf Club, Clubhouse & Hotel, Drewels Lane, Eynesbury Hardwicke, St Neots, Cambridgeshire",52.194709,-0.234666,41991442,england:huntingdonshire-district-council:41991442,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17158438/,"-0.235570,52.194128,-0.233762,52.195290",-0.234666,52.194709,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.23554426092164327,52.194170643604274],[-0.23378773907835676,52.194170643604274],[-0.23378773907835676,52.19524735639573],[-0.23554426092164327,52.19524735639573],[-0.23554426092164327,52.194170643604274]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17160296,17160296,Land for sale,225000,225000,607.028,LA14,Westmorland and Furness,"Marsh Street, Barrow In Furness LA14",54.112567,-3.217375,17881377,england:wyre-borough-council:17881377,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17160296/,"-3.217564,54.112455,-3.217186,54.112679",-3.217375,54.112567,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-3.2175637814433014,54.11245633732381],[-3.217186218556699,54.11245633732381],[-3.217186218556699,54.112677662676184],[-3.2175637814433014,54.112677662676184],[-3.2175637814433014,54.11245633732381]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17168652,17168652,Land for sale,1000000,1000000,4451.542,SO20 6HE,Test Valley,Abbotts Ann,51.193416,-1.542788,26895715,england:wiltshire-council:26895715,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17168652/,"-1.543277,51.193097,-1.542299,51.193735",-1.542788,51.193416,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-1.543266186101378,51.19311632394404],[-1.5423098138986222,51.19311632394404],[-1.5423098138986222,51.19371567605596],[-1.543266186101378,51.19371567605596],[-1.543266186101378,51.19311632394404]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17176157,17176157,Land for sale,2750000,2750000,814510.792,PE1 5DD,Peterborough,"Snarestone Road, Appleby Magna, Swadlincote, Leicestershire",52.682845,-1.514629,61996597,england:north-west-leicestershire-district-council:61996597,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17176157/,"-1.521435,52.678583,-1.507823,52.687107",-1.514629,52.682845,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-1.5213156759643838,52.678791359520574],[-1.5079423240356162,52.678791359520574],[-1.5079423240356162,52.68689864047943],[-1.5213156759643838,52.68689864047943],[-1.5213156759643838,52.678791359520574]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17201334,17201334,Plot for sale,80000,80000,687.966,DN41,North East Lincolnshire,"Station Road, Stallingborough, Grimsby, Lincolnshire, DN41",53.585522,-0.190952,35814769,england:east-riding-of-yorkshire-council:35814769,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17201334/,"-0.191149,53.585390,-0.190755,53.585654",-0.190952,53.585522,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.19115045868979463,53.58540419050498],[-0.1907535413102054,53.58540419050498],[-0.1907535413102054,53.585639809495014],[-0.19115045868979463,53.585639809495014],[-0.19115045868979463,53.58540419050498]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17217713,17217713,Land for sale,550000,550000,31979.878,TN21,Wealden,"Chiddingly Road, Horam, Heathfield, TN21",50.925862,0.23608,55189401,england:mid-sussex-district-council:55189401,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17217713/,"0.234693,50.925001,0.237467,50.926723",0.23608,50.925862,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.23480570388161523,50.92505877872109],[0.2373542961183848,50.92505877872109],[0.2373542961183848,50.92666522127892],[0.23480570388161523,50.92666522127892],[0.23480570388161523,50.92505877872109]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17219720,17219720,Land for sale,135000,135000,66813.6,DN1 3JZ,Doncaster,"Land off Brookfields, Calver, Hope Valley",53.266532,-1.636134,54583954,england:north-east-derbyshire-district-council:54583954,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17219720/,"-1.638246,53.265288,-1.634022,53.267776",-1.636134,53.266532,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-1.6380751551342416,53.26537100795761],[-1.6341928448657583,53.26537100795761],[-1.6341928448657583,53.267692992042385],[-1.6380751551342416,53.267692992042385],[-1.6380751551342416,53.26537100795761]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17222652,17222652,Land for sale,4500000,4500000,1424493.461,MK18,Buckinghamshire,"Lot 2 | Castle Fields, Stowe Avenue, Buckingham, Buckinghamshire, MK18",52.006652,-0.992645,41999933,england:west-northamptonshire-council:41999933,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17222652/,"-0.992669,52.006638,-0.992621,52.006666",-0.992645,52.006652,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.9926668897411864,52.00663852533238],[-0.9926231102588136,52.00663852533238],[-0.9926231102588136,52.00666547466763],[-0.9926668897411864,52.00666547466763],[-0.9926668897411864,52.00663852533238]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17223221,17223221,Land for sale,140000,140000,824.086,DN17 4RU,North Lincolnshire,"Luddington Road, Garthorpe, Nr Scunthorpe, DN17 4RU",53.659762,-0.720748,56775638,england:doncaster-metropolitan-borough-council:56775638,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17223221/,"-0.720963,53.659620,-0.720533,53.659904",-0.720748,53.659762,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.7209655889077357,53.6596330613773],[-0.7205304110922645,53.6596330613773],[-0.7205304110922645,53.6598909386227],[-0.7209655889077357,53.6598909386227],[-0.7209655889077357,53.6596330613773]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17230637,17230637,Land for sale,15000,15000,172.0,AL3 4JP,St Albans,"Land Adjacent of 12 Windridge Close, St. Albans, Hertfordshire, AL3 4JP",51.743167,-0.364337,57023376,england:dacorum-borough-council:57023376,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17230637/,"-0.364441,51.743104,-0.364233,51.743230",-0.364337,51.743167,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.3644321346619486,51.74310809379694],[-0.3642418653380514,51.74310809379694],[-0.3642418653380514,51.74322590620306],[-0.3644321346619486,51.74322590620306],[-0.3644321346619486,51.74310809379694]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17238966,17238966,Land for sale,300000,300000,11036.881,SO43,New Forest,"Bramshaw, Lyndhurst, Hampshire, SO43",50.927621,-1.605193,60890598,england:wiltshire-council:60890598,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17238966/,"-1.606025,50.927152,-1.604361,50.928090",-1.605193,50.927621,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-1.6059416374788467,50.92714913258449],[-1.6044443625211535,50.92714913258449],[-1.6044443625211535,50.928092867415515],[-1.6059416374788467,50.928092867415515],[-1.6059416374788467,50.92714913258449]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17239681,17239681,Land for sale,275000,275000,104044.679,SY14,Cheshire West and Chester,"Mount View Land, Oldcastle, Malpas, Cheshire, SY14",52.99872,-2.807517,60148791,england:shropshire-council:60148791,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17239681/,"-2.809995,52.997156,-2.805039,53.000284",-2.807517,52.99872,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-2.8099243034826804,52.997271205648836],[-2.8051096965173192,52.997271205648836],[-2.8051096965173192,53.00016879435116],[-2.8099243034826804,53.00016879435116],[-2.8099243034826804,52.997271205648836]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17240627,17240627,Land for sale,125000,125000,1618.743,PE22,East Lindsey,"Land Adjacent to Maidens, Hall Lane, Stickney, Boston, PE22",53.093332,-0.001038,53397400,england:newark-and-sherwood-district-council:53397400,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17240627/,"-0.001365,53.093138,-0.000711,53.093526",-0.001038,53.093332,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.0013389283729452746,53.09315128851349],[-0.0007370716270547256,53.09315128851349],[-0.0007370716270547256,53.093512711486504],[-0.0013389283729452746,53.093512711486504],[-0.0013389283729452746,53.09315128851349]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17248800,17248800,Woodland for sale,130000,130000,25850.242,TN17,Tunbridge Wells,"Camden Hill, Sissinghurst TN17",51.12883,0.54271,55404484,england:ashford-borough-council:55404484,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17248800/,"0.541451,51.128046,0.543969,51.129614",0.54271,51.12883,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.541559289744966,51.12810784717381],[0.543860710255034,51.12810784717381],[0.543860710255034,51.12955215282619],[0.541559289744966,51.12955215282619],[0.541559289744966,51.12810784717381]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17249573,17249573,Land for sale,550000,550000,2306.708,DE11 0AH,South Derbyshire,"Development Site, Barns at Top House Farm, Dalbury Lees",52.933525,-1.607751,26673616,england:derby-city-council:26673616,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17249573/,"-1.608122,52.933289,-1.607380,52.933761",-1.607751,52.933525,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-1.6081089004451214,52.933309278655905],[-1.6073930995548784,52.933309278655905],[-1.6073930995548784,52.9337407213441],[-1.6081089004451214,52.9337407213441],[-1.6081089004451214,52.933309278655905]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17252704,17252704,Land for sale,355000,355000,718.317,M11,Uttlesford,"Self-build Plots, Lindsell",51.914014,0.37922,31434156,england:braintree-district-council:31434156,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17252704/,"0.379009,51.913887,0.379431,51.914141",0.37922,51.914014,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[0.3790248449027435,51.91389361987021],[0.3794151550972565,51.91389361987021],[0.3794151550972565,51.914134380129795],[0.3790248449027435,51.914134380129795],[0.3790248449027435,51.91389361987021]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17255658,17255658,Plot for sale,225000,225000,88.0,PO20 8JA,Chichester,"Bracklesham Lane, Bracklesham Bay",50.765133,-0.85719,55400155,england:havant-borough-council:55400155,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17255658/,"-0.857259,50.765086,-0.857121,50.765180",-0.85719,50.765133,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-0.8572566157745521,50.76509086547107],[-0.8571233842254479,50.76509086547107],[-0.8571233842254479,50.765175134528924],[-0.8572566157745521,50.765175134528924],[-0.8572566157745521,50.76509086547107]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
needs_source_geometry_review,OTM-17257453,17257453,Land for sale,200000,200000,7357.921,BH24,New Forest,"Linford , Ringwood BH24",50.860365,-1.747264,62607126,england:dorset-council:62607126,2/4,Medium Accuracy,candidate_or_sale_footprint_geometry_not_official,FINAL_3110_CURRENT_CONFIDENCE candidate polygon,C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\FINAL_3110_CURRENT_CONFIDENCE.polygons.geojson,Candidate/footprint geometry exists but is not official parcel boundary geometry; do not draw as dark-orange official parcel.,https://www.onthemarket.com/details/17257453/,"-1.747882,50.859965,-1.746646,50.860765",-1.747264,50.860365,9,Polygon,"{""type"":""Polygon"",""coordinates"":[[[-1.7478743778589163,50.859979721868584],[-1.7466536221410836,50.859979721868584],[-1.7466536221410836,50.86075027813142],[-1.7478743778589163,50.86075027813142],[-1.7478743778589163,50.859979721868584]]]}",official parcel boundary / listing plan / source map screenshot + source_url + coordinate-match explanation,3/4 if official/pipeline-matched geometry found; 4/4 only if human/source-page verified,"Open listing/source URL, capture parcel/map/plan evidence if legally visible, compare with candidate centroid/bbox, record screenshot path/source URL, do not invent geometry."
