candidate_id,parcel_id,sale_year,sale_date,sale_price_gbp,sale_area_m2,sale_price_per_m2_gbp,property_type,address,postcode,source_file,source_type,source_score
100,england:calderdale-metropolitan-borough-council:24216395,2024,2024-06-24,97000.0,,,T,"134, CLAREMOUNT ROAD, HALIFAX",HX3 6JQ,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
101,england:cherwell-district-council:30249041,2025,2025-09-25,310000.0,,,S,"12, BUCKINGHAM STREET, BUCKINGHAM",MK18 4QY,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
102,england:cornwall-council:62467909,2026,2026-01-21,530000.0,,,D,"LITTLE CARFELLIS, ST AUSTELL",PL26 8YQ,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
103,england:north-west-leicestershire-district-council:27404656,2026,2026-01-30,240000.0,,,T,"THE COTTAGES, 4, CHAPEL STREET, ASHBY-DE-LA-ZOUCH",LE65 2TJ,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
104,england:peterborough-city-council:34388716,2025,2025-02-28,1070000.0,,,D,"44A, CHURCH STREET, PETERBOROUGH",PE6 9BN,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
105,england:wiltshire-council:22332836,2025,2025-03-31,330000.0,,,T,"37, BADER PARK, MELKSHAM",SN12 6UF,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
106,england:wiltshire-council:21136872,2026,2026-01-16,410000.0,,,S,"31, BRUNEL WAY, CORSHAM",SN13 8LR,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
107,england:dorset-council:51543275,2026,2026-01-27,675000.0,,,S,"TREFILLEN LODGE, WHITEMOOR, WIMBORNE",BH21 7DA,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
108,england:north-northamptonshire-council:32743155,2025,2025-09-26,200000.0,,,T,"34, BROOKS ROAD, WELLINGBOROUGH",NN9 6NS,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
109,england:rugby-borough-council:28146476,2026,2026-01-07,240000.0,,,T,"14, HILL CRESCENT, RUGBY",CV23 9NF,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
110,england:cotswold-district-council:25099043,2026,2026-01-30,365000.0,,,T,"3, SOUTH TERRACE, CHELTENHAM",GL54 2LG,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
111,england:dacorum-borough-council:33728465,2025,2025-12-01,80000.0,,,O,"SCOUT BARN, MARIS MEADOW, ST ALBANS",AL3 7FB,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
112,england:east-hampshire-district-council:30760207,2025,2025-02-27,687500.0,,,D,"20, GLEN DALE, ROWLAND'S CASTLE",PO9 6EP,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
113,england:east-riding-of-yorkshire-council:50993080,2014,2014-01-30,145000.0,,,T,"183A, QUEEN STREET, WITHERNSEA",HU19 2JR,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
114,england:east-riding-of-yorkshire-council:50993080,2007,2007-12-14,180000.0,,,T,"183A, QUEEN STREET, WITHERNSEA",HU19 2JR,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
115,england:east-riding-of-yorkshire-council:63537859,2026,2026-01-23,235000.0,,,S,"27, WESTGATE, HULL",HU12 0NA,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
116,england:east-riding-of-yorkshire-council:34558064,2026,2026-02-06,157500.0,,,S,"13, LEONARD CLOSE, HULL",HU12 8AH,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
117,england:east-staffordshire-borough-council:52164273,2025,2025-05-01,135000.0,,,T,"40, HIGH STREET, UTTOXETER",ST14 5JU,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
118,england:east-staffordshire-borough-council:52164273,2025,2025-05-01,135000.0,,,O,"40, HIGH STREET, UTTOXETER",ST14 5JU,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
119,england:mid-sussex-district-council:44527263,2026,2026-02-13,100000.0,,,F,"24, GREAT HOUSE COURT, EAST GRINSTEAD",RH19 4HE,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
120,england:preston-city-council:19256857,2023,2023-02-01,15000.0,,,F,"JUBILEE COURT, UNIT 62A, FYLDE ROAD, PRESTON",PR1 2XP,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
121,england:west-northamptonshire-council:30963196,2025,2025-06-05,105000.0,,,S,"2, BIRKDALE CLOSE, NORTHAMPTON",NN2 7PD,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
122,england:west-northamptonshire-council:30963196,2025,2025-06-05,105000.0,,,S,"2, BIRKDALE CLOSE, NORTHAMPTON",NN2 7PD,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
123,england:west-northamptonshire-council:30737694,2026,2026-01-30,270000.0,,,S,"26, ST DUNSTANS RISE, NORTHAMPTON",NN4 9XL,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
124,england:west-northamptonshire-council:30737694,2025,2025-03-31,210000.0,,,T,"17, ST DUNSTANS RISE, NORTHAMPTON",NN4 9XL,D:\sold_buildings\processed\external_sales_collected_20260429T202709Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
125,england:wyre-borough-council:56977268,2021,2021-09-10,500000.0,,,O,"GOLDEN BALL, FLAT 5, SCHOOL LANE, PRESTON",PR3 6AA,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
126,england:ashford-borough-council:57120055,2025,2025-04-29,216972.0,,,T,"26, KINGS AVENUE, ASHFORD",TN23 1AT,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
127,england:birmingham-city-council:57224151,2025,2025-07-24,115000.0,,,D,"53, WHARTON STREET INDUSTRIAL ESTATE, BIRMINGHAM",B7 5TR,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
128,england:birmingham-city-council:57224151,2025,2025-07-24,115000.0,,,D,"53, WHARTON STREET INDUSTRIAL ESTATE, BIRMINGHAM",B7 5TR,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
129,england:blackburn-with-darwen-borough-council:57601265,2025,2025-09-26,160000.0,,,T,"1610, SCANT ROW, BOLTON",BL6 6PZ,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
130,england:braintree-district-council:58456485,2025,2025-10-31,192500.0,,,T,"2, SCHOOL ROAD, WITHAM",CM8 3RZ,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
131,england:calderdale-metropolitan-borough-council:24216395,2024,2024-06-24,97000.0,,,T,"134, CLAREMOUNT ROAD, HALIFAX",HX3 6JQ,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
132,england:cherwell-district-council:30249041,2025,2025-09-25,310000.0,,,S,"12, BUCKINGHAM STREET, BUCKINGHAM",MK18 4QY,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
133,england:cornwall-council:62467909,2026,2026-01-21,530000.0,,,D,"LITTLE CARFELLIS, ST AUSTELL",PL26 8YQ,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
134,england:north-west-leicestershire-district-council:27404656,2026,2026-01-30,240000.0,,,T,"THE COTTAGES, 4, CHAPEL STREET, ASHBY-DE-LA-ZOUCH",LE65 2TJ,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
135,england:peterborough-city-council:34388716,2025,2025-02-28,1070000.0,,,D,"44A, CHURCH STREET, PETERBOROUGH",PE6 9BN,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
136,england:wiltshire-council:22332836,2025,2025-03-31,330000.0,,,T,"37, BADER PARK, MELKSHAM",SN12 6UF,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
137,england:wiltshire-council:21136872,2026,2026-01-16,410000.0,,,S,"31, BRUNEL WAY, CORSHAM",SN13 8LR,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
138,england:dorset-council:51543275,2026,2026-01-27,675000.0,,,S,"TREFILLEN LODGE, WHITEMOOR, WIMBORNE",BH21 7DA,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
139,england:north-northamptonshire-council:32743155,2025,2025-09-26,200000.0,,,T,"34, BROOKS ROAD, WELLINGBOROUGH",NN9 6NS,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
140,england:rugby-borough-council:28146476,2026,2026-01-07,240000.0,,,T,"14, HILL CRESCENT, RUGBY",CV23 9NF,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
141,england:cotswold-district-council:25099043,2026,2026-01-30,365000.0,,,T,"3, SOUTH TERRACE, CHELTENHAM",GL54 2LG,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
142,england:dacorum-borough-council:33728465,2025,2025-12-01,80000.0,,,O,"SCOUT BARN, MARIS MEADOW, ST ALBANS",AL3 7FB,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
143,england:east-hampshire-district-council:30760207,2025,2025-02-27,687500.0,,,D,"20, GLEN DALE, ROWLAND'S CASTLE",PO9 6EP,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
144,england:east-riding-of-yorkshire-council:50993080,2014,2014-01-30,145000.0,,,T,"183A, QUEEN STREET, WITHERNSEA",HU19 2JR,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
145,england:east-riding-of-yorkshire-council:50993080,2007,2007-12-14,180000.0,,,T,"183A, QUEEN STREET, WITHERNSEA",HU19 2JR,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
146,england:east-riding-of-yorkshire-council:63537859,2026,2026-01-23,235000.0,,,S,"27, WESTGATE, HULL",HU12 0NA,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
147,england:east-riding-of-yorkshire-council:34558064,2026,2026-02-06,157500.0,,,S,"13, LEONARD CLOSE, HULL",HU12 8AH,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
148,england:east-staffordshire-borough-council:52164273,2025,2025-05-01,135000.0,,,T,"40, HIGH STREET, UTTOXETER",ST14 5JU,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
149,england:east-staffordshire-borough-council:52164273,2025,2025-05-01,135000.0,,,O,"40, HIGH STREET, UTTOXETER",ST14 5JU,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
150,england:mid-sussex-district-council:44527263,2026,2026-02-13,100000.0,,,F,"24, GREAT HOUSE COURT, EAST GRINSTEAD",RH19 4HE,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
151,england:preston-city-council:19256857,2023,2023-02-01,15000.0,,,F,"JUBILEE COURT, UNIT 62A, FYLDE ROAD, PRESTON",PR1 2XP,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
152,england:west-northamptonshire-council:30963196,2025,2025-06-05,105000.0,,,S,"2, BIRKDALE CLOSE, NORTHAMPTON",NN2 7PD,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
153,england:west-northamptonshire-council:30963196,2025,2025-06-05,105000.0,,,S,"2, BIRKDALE CLOSE, NORTHAMPTON",NN2 7PD,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
154,england:west-northamptonshire-council:30737694,2026,2026-01-30,270000.0,,,S,"26, ST DUNSTANS RISE, NORTHAMPTON",NN4 9XL,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
155,england:west-northamptonshire-council:30737694,2025,2025-03-31,210000.0,,,T,"17, ST DUNSTANS RISE, NORTHAMPTON",NN4 9XL,D:\sold_buildings\processed\external_sales_collected_20260429T203705Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
156,england:wyre-borough-council:56977268,2021,2021-09-10,500000.0,,,O,"GOLDEN BALL, FLAT 5, SCHOOL LANE, PRESTON",PR3 6AA,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
157,england:ashford-borough-council:57120055,2025,2025-04-29,216972.0,,,T,"26, KINGS AVENUE, ASHFORD",TN23 1AT,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
158,england:birmingham-city-council:57224151,2025,2025-07-24,115000.0,,,D,"53, WHARTON STREET INDUSTRIAL ESTATE, BIRMINGHAM",B7 5TR,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
159,england:birmingham-city-council:57224151,2025,2025-07-24,115000.0,,,D,"53, WHARTON STREET INDUSTRIAL ESTATE, BIRMINGHAM",B7 5TR,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
160,england:blackburn-with-darwen-borough-council:57601265,2025,2025-09-26,160000.0,,,T,"1610, SCANT ROW, BOLTON",BL6 6PZ,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
161,england:braintree-district-council:58456485,2025,2025-10-31,192500.0,,,T,"2, SCHOOL ROAD, WITHAM",CM8 3RZ,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
162,england:calderdale-metropolitan-borough-council:24216395,2024,2024-06-24,97000.0,,,T,"134, CLAREMOUNT ROAD, HALIFAX",HX3 6JQ,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
163,england:cherwell-district-council:30249041,2025,2025-09-25,310000.0,,,S,"12, BUCKINGHAM STREET, BUCKINGHAM",MK18 4QY,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
164,england:cornwall-council:62467909,2026,2026-01-21,530000.0,,,D,"LITTLE CARFELLIS, ST AUSTELL",PL26 8YQ,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
165,england:north-west-leicestershire-district-council:27404656,2026,2026-01-30,240000.0,,,T,"THE COTTAGES, 4, CHAPEL STREET, ASHBY-DE-LA-ZOUCH",LE65 2TJ,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
166,england:peterborough-city-council:34388716,2025,2025-02-28,1070000.0,,,D,"44A, CHURCH STREET, PETERBOROUGH",PE6 9BN,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
167,england:wiltshire-council:22332836,2025,2025-03-31,330000.0,,,T,"37, BADER PARK, MELKSHAM",SN12 6UF,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
168,england:wiltshire-council:21136872,2026,2026-01-16,410000.0,,,S,"31, BRUNEL WAY, CORSHAM",SN13 8LR,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
169,england:dorset-council:51543275,2026,2026-01-27,675000.0,,,S,"TREFILLEN LODGE, WHITEMOOR, WIMBORNE",BH21 7DA,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
170,england:north-northamptonshire-council:32743155,2025,2025-09-26,200000.0,,,T,"34, BROOKS ROAD, WELLINGBOROUGH",NN9 6NS,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
171,england:rugby-borough-council:28146476,2026,2026-01-07,240000.0,,,T,"14, HILL CRESCENT, RUGBY",CV23 9NF,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
172,england:cotswold-district-council:25099043,2026,2026-01-30,365000.0,,,T,"3, SOUTH TERRACE, CHELTENHAM",GL54 2LG,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
173,england:dacorum-borough-council:33728465,2025,2025-12-01,80000.0,,,O,"SCOUT BARN, MARIS MEADOW, ST ALBANS",AL3 7FB,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
174,england:east-hampshire-district-council:30760207,2025,2025-02-27,687500.0,,,D,"20, GLEN DALE, ROWLAND'S CASTLE",PO9 6EP,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
175,england:east-riding-of-yorkshire-council:50993080,2014,2014-01-30,145000.0,,,T,"183A, QUEEN STREET, WITHERNSEA",HU19 2JR,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
176,england:east-riding-of-yorkshire-council:50993080,2007,2007-12-14,180000.0,,,T,"183A, QUEEN STREET, WITHERNSEA",HU19 2JR,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
177,england:east-riding-of-yorkshire-council:63537859,2026,2026-01-23,235000.0,,,S,"27, WESTGATE, HULL",HU12 0NA,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
178,england:east-riding-of-yorkshire-council:34558064,2026,2026-02-06,157500.0,,,S,"13, LEONARD CLOSE, HULL",HU12 8AH,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
179,england:east-staffordshire-borough-council:52164273,2025,2025-05-01,135000.0,,,T,"40, HIGH STREET, UTTOXETER",ST14 5JU,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
180,england:east-staffordshire-borough-council:52164273,2025,2025-05-01,135000.0,,,O,"40, HIGH STREET, UTTOXETER",ST14 5JU,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
181,england:mid-sussex-district-council:44527263,2026,2026-02-13,100000.0,,,F,"24, GREAT HOUSE COURT, EAST GRINSTEAD",RH19 4HE,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
182,england:preston-city-council:19256857,2023,2023-02-01,15000.0,,,F,"JUBILEE COURT, UNIT 62A, FYLDE ROAD, PRESTON",PR1 2XP,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
183,england:west-northamptonshire-council:30963196,2025,2025-06-05,105000.0,,,S,"2, BIRKDALE CLOSE, NORTHAMPTON",NN2 7PD,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
184,england:west-northamptonshire-council:30963196,2025,2025-06-05,105000.0,,,S,"2, BIRKDALE CLOSE, NORTHAMPTON",NN2 7PD,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
185,england:west-northamptonshire-council:30737694,2026,2026-01-30,270000.0,,,S,"26, ST DUNSTANS RISE, NORTHAMPTON",NN4 9XL,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
186,england:west-northamptonshire-council:30737694,2025,2025-03-31,210000.0,,,T,"17, ST DUNSTANS RISE, NORTHAMPTON",NN4 9XL,D:\sold_buildings\processed\external_sales_collected_20260429T211100Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
187,england:wyre-borough-council:56977268,2021,2021-09-10,500000.0,,,O,"GOLDEN BALL, FLAT 5, SCHOOL LANE, PRESTON",PR3 6AA,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
188,england:ashford-borough-council:57120055,2025,2025-04-29,216972.0,,,T,"26, KINGS AVENUE, ASHFORD",TN23 1AT,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
189,england:birmingham-city-council:57224151,2025,2025-07-24,115000.0,,,D,"53, WHARTON STREET INDUSTRIAL ESTATE, BIRMINGHAM",B7 5TR,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
190,england:birmingham-city-council:57224151,2025,2025-07-24,115000.0,,,D,"53, WHARTON STREET INDUSTRIAL ESTATE, BIRMINGHAM",B7 5TR,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
191,england:blackburn-with-darwen-borough-council:57601265,2025,2025-09-26,160000.0,,,T,"1610, SCANT ROW, BOLTON",BL6 6PZ,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
192,england:braintree-district-council:58456485,2025,2025-10-31,192500.0,,,T,"2, SCHOOL ROAD, WITHAM",CM8 3RZ,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
193,england:calderdale-metropolitan-borough-council:24216395,2024,2024-06-24,97000.0,,,T,"134, CLAREMOUNT ROAD, HALIFAX",HX3 6JQ,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
194,england:cherwell-district-council:30249041,2025,2025-09-25,310000.0,,,S,"12, BUCKINGHAM STREET, BUCKINGHAM",MK18 4QY,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
195,england:cornwall-council:62467909,2026,2026-01-21,530000.0,,,D,"LITTLE CARFELLIS, ST AUSTELL",PL26 8YQ,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
196,england:north-west-leicestershire-district-council:27404656,2026,2026-01-30,240000.0,,,T,"THE COTTAGES, 4, CHAPEL STREET, ASHBY-DE-LA-ZOUCH",LE65 2TJ,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
197,england:peterborough-city-council:34388716,2025,2025-02-28,1070000.0,,,D,"44A, CHURCH STREET, PETERBOROUGH",PE6 9BN,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
198,england:wiltshire-council:22332836,2025,2025-03-31,330000.0,,,T,"37, BADER PARK, MELKSHAM",SN12 6UF,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
199,england:wiltshire-council:21136872,2026,2026-01-16,410000.0,,,S,"31, BRUNEL WAY, CORSHAM",SN13 8LR,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
200,england:dorset-council:51543275,2026,2026-01-27,675000.0,,,S,"TREFILLEN LODGE, WHITEMOOR, WIMBORNE",BH21 7DA,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
201,england:north-northamptonshire-council:32743155,2025,2025-09-26,200000.0,,,T,"34, BROOKS ROAD, WELLINGBOROUGH",NN9 6NS,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
202,england:rugby-borough-council:28146476,2026,2026-01-07,240000.0,,,T,"14, HILL CRESCENT, RUGBY",CV23 9NF,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
203,england:cotswold-district-council:25099043,2026,2026-01-30,365000.0,,,T,"3, SOUTH TERRACE, CHELTENHAM",GL54 2LG,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
204,england:dacorum-borough-council:33728465,2025,2025-12-01,80000.0,,,O,"SCOUT BARN, MARIS MEADOW, ST ALBANS",AL3 7FB,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
205,england:east-hampshire-district-council:30760207,2025,2025-02-27,687500.0,,,D,"20, GLEN DALE, ROWLAND'S CASTLE",PO9 6EP,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
206,england:east-riding-of-yorkshire-council:50993080,2014,2014-01-30,145000.0,,,T,"183A, QUEEN STREET, WITHERNSEA",HU19 2JR,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
